Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2021-08-01,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-08-01,23:02,Sunday,WARDEN STATION,EUDO,7,14,E,BD,5132
2021-08-01,23:12,Sunday,KENNEDY BD STATION,EUCD,7,14,W,BD,5177
2021-08-01,23:45,Sunday,BATHURST STATION,SUUT,0,0,E,BD,5362
2021-08-01,23:47,Sunday,CASTLE FRANK STATION,MUDD,9,16,W,BD,5015
2021-08-01,00:29,Sunday,PAPE STATION,MUIS,0,0,,BD,0
2021-08-01,01:38,Sunday,BAY STATION,MUIS,0,0,,BD,0
2021-08-01,01:46,Sunday,QUEEN STATION,MUPAA,0,0,S,YU,5996
2021-08-01,01:59,Sunday,SHERBOURNE STATION,MUIRS,0,0,E,BD,0
2021-08-02,05:47,Monday,GREENWOOD STATION,TUNIP,3,0,E,BD,5075
2021-08-02,18:05,Monday,SCARBOROUGH CTR STATIO,SRDP,0,0,W,SRT,0
2021-08-02,05:52,Monday,GREENWOOD STATION,MUTO,6,11,E,BD,5341
2021-08-02,06:17,Monday,OSSINGTON STATION,MUIS,0,0,,BD,0
2021-08-02,06:54,Monday,EGLINTON STATION,MUNOA,6,12,N,YU,5791
2021-08-02,08:16,Monday,BLOOR STATION,MUPAA,3,9,N,YU,5806
2021-08-02,08:20,Monday,WARDEN STATION,SUO,0,0,W,BD,5288
2021-08-02,08:50,Monday,EGLINTON STATION,EUYRD,5,10,N,YU,6116
2021-08-02,09:40,Monday,YORK MILLS STATION,SUG,5,10,S,YU,5831
2021-08-02,10:46,Monday,COXWELL STATION,MUIS,0,0,,BD,0
2021-08-02,12:35,Monday,WARDEN STATION,SUO,0,0,,BD,0
2021-08-02,14:38,Monday,DUNDAS STATION,SUDP,0,0,S,YU,5816
2021-08-02,14:49,Monday,GLENCAIRN STATION,EUNT,7,12,N,YU,5516
2021-08-02,16:26,Monday,OSSINGTON STATION,PUMEL,0,0,,BD,0
2021-08-02,16:35,Monday,QUEEN'S PARK STATION,MUIS,0,0,,YU,0
2021-08-02,17:13,Monday,WELLESLEY STATION,SUDP,0,0,,YU,0
2021-08-02,18:00,Monday,SHERBOURNE STATION,MUIS,0,0,,BD,0
2021-08-02,18:43,Monday,NORTH YORK CTR STATION,PUMEL,0,0,,YU,0
2021-08-02,20:20,Monday,BLOOR STATION,MUIS,0,0,,YU,0
2021-08-02,21:55,Monday,DOWNSVIEW PARK STATION,MUIS,0,0,,YU,0
2021-08-02,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-08-02,23:40,Monday,YORK MILLS STATION,TUSC,0,0,N,YU,5786
2021-08-02,23:59,Monday,CHRISTIE STATION,MUDD,7,14,E,BD,5144
2021-08-02,00:19,Monday,RUNNYMEDE STATION,SUDP,13,20,E,BD,5275
2021-08-02,01:12,Monday,ST GEORGE BD STATION,PUSI,5,12,W,BD,5190
2021-08-02,07:48,Monday,SHEPPARD-YONGE STATION,MUSC,0,0,E,SHP,6146
2021-08-02,13:02,Monday,BESSARION STATION,MUNCA,0,0,,SHP,0
2021-08-02,16:34,Monday,BAYVIEW STATION,PUOPO,0,0,E,SHP,6161
2021-08-03,05:56,Tuesday,DAVISVILLE STATION,TUNIP,4,10,N,YU,5536
2021-08-03,04:20,Tuesday,SCARBOROUGH CTR STATIO,MRUI,0,0,,SRT,0
2021-08-03,13:28,Tuesday,MCCOWAN STATION,MRTO,10,16,N,SRT,3025
2021-08-03,06:21,Tuesday,ROSEDALE STATION,MUATC,7,10,S,YU,5491
2021-08-03,07:49,Tuesday,FINCH STATION,MUIE,0,0,,YU,0
2021-08-03,13:30,Tuesday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,,SRT,0
2021-08-03,21:28,Tuesday,LAWRENCE EAST STATION,MRUIR,0,0,,SRT,0
2021-08-03,07:53,Tuesday,SHEPPARD STATION,SUDP,4,7,S,YU,5476
2021-08-03,08:09,Tuesday,COXWELL STATION,MUIS,0,0,,BD,0
2021-08-03,22:33,Tuesday,MCCOWAN STATION,MRO,6,12,S,SRT,3026
2021-08-03,08:35,Tuesday,SHERBOURNE STATION,MUIRS,0,0,W,BD,0
2021-08-03,08:59,Tuesday,DAVISVILLE STATION,SUDP,4,7,N,YU,5431
2021-08-03,09:01,Tuesday,BROADVIEW STATION,MUIS,0,0,,BD,0
2021-08-03,10:01,Tuesday,ISLINGTON STATION,TUMVS,4,8,E,BD,5144
2021-08-03,10:48,Tuesday,EGLINTON STATION,MUTO,0,0,N,YU,5466
2021-08-03,10:57,Tuesday,BATHURST STATION,SUDP,0,0,,BD,0
2021-08-03,12:35,Tuesday,PAPE STATION,SUAE,19,23,E,BD,5362
2021-08-03,14:28,Tuesday,QUEEN STATION,MUIRS,0,0,S,YU,5791
2021-08-03,14:42,Tuesday,QUEEN STATION,MUIRS,0,0,,YU,0
2021-08-03,14:58,Tuesday,EGLINTON STATION,SUDP,0,0,S,YU,5911
2021-08-03,15:20,Tuesday,VAUGHAN MC STATION,MUTO,10,13,S,YU,5701
2021-08-03,15:32,Tuesday,CHRISTIE STATION,MUI,13,17,E,BD,5020
2021-08-03,16:05,Tuesday,WILSON STATION,PUTWZ,0,0,N,YU,5566
2021-08-03,17:12,Tuesday,KENNEDY BD STATION,MUIRS,0,0,,BD,0
2021-08-03,17:30,Tuesday,DONLANDS STATION,MUIS,0,0,,BD,0
2021-08-03,17:31,Tuesday,ST PATRICK STATION,SUBT,21,24,S,YU,6111
2021-08-03,18:20,Tuesday,SPADINA YUS STATION,MUIS,0,0,,YU,0
2021-08-03,18:26,Tuesday,YORK MILLS STATION,MUIRS,0,0,,YU,0
2021-08-03,18:38,Tuesday,ROYAL YORK STATION,MUPAA,0,0,E,BD,5043
2021-08-03,19:10,Tuesday,ST CLAIR WEST STATION,MUPAA,0,0,S,YU,6131
2021-08-03,19:14,Tuesday,YONGE BD STATION,SUDP,0,0,E,BD,5239
2021-08-03,19:14,Tuesday,BLOOR STATION,SUDP,0,0,N,YU,5806
2021-08-03,19:18,Tuesday,CASTLE FRANK STATION,SUDP,4,8,E,BD,5035
2021-08-03,19:36,Tuesday,BLOOR STATION,MUIRS,0,0,,YU,0
2021-08-03,20:16,Tuesday,YORK MILLS STATION,PUSO,4,9,S,YU,6136
2021-08-03,21:09,Tuesday,SPADINA BD STATION,MUIS,0,0,E,BD,0
2021-08-03,21:19,Tuesday,SHEPPARD STATION,MUSC,0,0,N,YU,5666
2021-08-03,21:21,Tuesday,VAUGHAN MC STATION,SUDP,15,22,S,YU,6131
2021-08-03,21:26,Tuesday,WARDEN STATION,MUPAA,0,0,E,BD,5131
2021-08-03,21:49,Tuesday,FINCH STATION,MUIRS,0,0,,YU,0
2021-08-03,22:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-08-03,22:16,Tuesday,DUNDAS STATION,SUEAS,9,16,N,YU,6096
2021-08-03,22:45,Tuesday,KIPLING STATION,SUEAS,5,12,E,BD,5284
2021-08-03,23:05,Tuesday,KING STATION TO SPADIN,MUO,0,0,,YU,0
2021-08-03,23:33,Tuesday,LAWRENCE STATION,SUUT,12,19,S,YU,5391
2021-08-03,23:37,Tuesday,WARDEN STATION,MUIRS,0,0,,BD,0
2021-08-03,23:46,Tuesday,LAWRENCE STATION,MUO,7,14,S,YU,5391
2021-08-03,23:50,Tuesday,DUNDAS WEST STATION,MUIS,0,0,,BD,0
2021-08-03,00:04,Tuesday,SUMMERHILL STATION,MUSC,0,0,S,YU,5426
2021-08-03,00:42,Tuesday,DUPONT STATION,PUTWZ,6,13,N,YU,5461
2021-08-03,01:00,Tuesday,SHEPPARD STATION,MUSC,0,0,S,YU,5741
2021-08-03,01:13,Tuesday,VICTORIA PARK STATION,MUIS,0,0,,YU,0
2021-08-03,01:40,Tuesday,ST CLAIR WEST STATION,MUIS,0,0,,YU,0
2021-08-03,01:42,Tuesday,SHEPPARD STATION,MUIRS,0,0,,YU,0
2021-08-03,23:42,Tuesday,DON MILLS STATION,TUMVS,0,0,E,SHP,6196
2021-08-04,02:24,Wednesday,KIPLING STATION,MUIRS,0,0,,BD,5148
2021-08-04,05:52,Wednesday,MCCOWAN STATION,MRCL,5,10,S,SRT,3000
2021-08-04,10:33,Wednesday,SCARBOROUGH CTR STATIO,ERTC,5,10,S,SRT,3022
2021-08-04,05:19,Wednesday,SHEPPARD STATION,MUIRS,0,0,,YU,0
2021-08-04,05:58,Wednesday,EGLINTON STATION,TUO,4,9,N,YU,6076
2021-08-04,11:30,Wednesday,ELLESMERE STATION,MRTO,0,0,N,SRT,3025
2021-08-04,07:45,Wednesday,BLOOR STATION,MUTO,0,0,S,YU,5541
2021-08-04,12:25,Wednesday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,,SRT,0
2021-08-04,13:11,Wednesday,SCARBOROUGH CTR STATIO,MRTO,4,9,S,SRT,3010
2021-08-04,08:25,Wednesday,SHERBOURNE STATION,EUNT,5,9,E,BD,5071
2021-08-04,08:36,Wednesday,EGLINTON STATION,TUOS,0,0,S,YU,5391
2021-08-04,08:44,Wednesday,ROSEDALE STATION,MUO,6,9,S,YU,5391
2021-08-04,09:07,Wednesday,ST GEORGE YUS STATION,MUO,3,6,N,YU,5391
2021-08-04,09:10,Wednesday,ROSEDALE STATION,MUSC,0,0,N,YU,5466
2021-08-04,10:01,Wednesday,BLOOR STATION,SUDP,5,8,S,YU,5461
2021-08-04,10:53,Wednesday,NORTH YORK CTR STATION,PUMEL,0,0,,YU,0
2021-08-04,10:55,Wednesday,SHEPPARD STATION,PUSNT,0,0,N,YU,5396
2021-08-04,11:00,Wednesday,KENNEDY BD STATION,PUMEL,0,0,,BD,0
2021-08-04,11:22,Wednesday,BLOOR STATION,MUIS,0,0,N,YU,0
2021-08-04,11:50,Wednesday,SHEPPARD STATION,SUUT,13,16,N,YU,5736
2021-08-04,12:17,Wednesday,YORK MILLS STATION,MUTO,0,0,S,YU,5736
2021-08-04,12:55,Wednesday,DOWNSVIEW PARK STATION,MUPAA,0,0,N,YU,6061
2021-08-04,14:24,Wednesday,YORK MILLS STATION,TUSC,0,0,N,YU,5991
2021-08-04,14:28,Wednesday,CHRISTIE STATION,TUMVS,4,8,E,BD,5042
2021-08-04,16:07,Wednesday,YORK MILLS STATION,TUSC,3,6,N,YU,5471
2021-08-04,16:25,Wednesday,KIPLING STATION,TUKEY,3,7,E,BD,5216
2021-08-04,16:42,Wednesday,OLD MILL STATION,SUBT,14,18,E,BD,5209
2021-08-04,17:18,Wednesday,ST GEORGE BD STATION,SUDP,10,14,W,BD,5023
2021-08-04,17:50,Wednesday,BLOOR STATION,MUPAA,3,6,N,YU,5386
2021-08-04,18:49,Wednesday,BLOOR STATION,SUAE,0,0,,YU,0
2021-08-04,18:59,Wednesday,ROYAL YORK STATION,MUIS,0,0,,BD,0
2021-08-04,19:21,Wednesday,KIPLING STATION,MUTO,4,8,E,BD,5266
2021-08-04,19:26,Wednesday,KENNEDY BD STATION,TUSUP,4,11,W,BD,5101
2021-08-04,21:23,Wednesday,LAWRENCE STATION,SUDP,0,0,,YU,0
2021-08-04,21:45,Wednesday,ST CLAIR STATION,SUDP,6,13,N,YU,6096
2021-08-04,23:00,Wednesday,KING STATION TO SPADIN,MUO,0,0,,YU,0
2021-08-04,00:27,Wednesday,SHERBOURNE STATION,PUMEL,0,0,,BD,0
2021-08-04,00:34,Wednesday,HIGH PARK STATION,MUIRS,0,0,,BD,0
2021-08-04,01:16,Wednesday,WOODBINE STATION,MUIS,0,0,W,BD,0
2021-08-04,09:05,Wednesday,SHEPPARD-YONGE STATION,MUSC,0,0,E,SHP,6156
2021-08-04,16:40,Wednesday,BAYVIEW STATION,MUIS,0,0,,SHP,0
2021-08-05,06:48,Thursday,KENNEDY SRT STATION,ERTC,4,10,S,SRT,3026
2021-08-05,02:30,Thursday,ST GEORGE YUS STATION,PUMO,0,0,,YU,0
2021-08-05,05:44,Thursday,KEELE STATION,EUBO,5,10,W,BD,5161
2021-08-05,12:50,Thursday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,B,SRT,0
2021-08-05,05:52,Thursday,KENNEDY BD STATION,EUME,6,12,W,BD,5101
2021-08-05,23:26,Thursday,MIDLAND STATION,SRDP,6,12,N,SRT,3021
2021-08-05,05:53,Thursday,KIPLING STATION,SUG,5,10,E,BD,5266
2021-08-05,23:32,Thursday,SCARBOROUGH CTR STATIO,SRDP,0,0,N,SRT,3021
2021-08-05,05:55,Thursday,YONGE BD STATION,MUO,5,0,W,BD,5182
2021-08-05,06:19,Thursday,ST CLAIR STATION,SUDP,0,0,,YU,0
2021-08-05,06:24,Thursday,GREENWOOD YARD,MUO,0,0,,BD,0
2021-08-05,06:58,Thursday,ROSEDALE STATION,MUSC,0,0,N,YU,6096
2021-08-05,09:58,Thursday,VICTORIA PARK STATION,TUMVS,0,0,W,BD,5012
2021-08-05,10:31,Thursday,UNION STATION,SUAE,0,0,,YU,0
2021-08-05,10:49,Thursday,FINCH STATION,MUWR,3,6,N,YU,5711
2021-08-05,10:56,Thursday,QUEEN STATION,MUO,0,0,S,YU,6061
2021-08-05,11:02,Thursday,HIGH PARK STATION,PUMEL,0,0,,BD,0
2021-08-05,11:05,Thursday,WARDEN STATION,EUVA,0,0,E,BD,5027
2021-08-05,11:41,Thursday,JANE STATION,MUIRS,0,0,,BD,0
2021-08-05,11:43,Thursday,JANE STATION,PUTWZ,0,0,E,BD,5003
2021-08-05,12:13,Thursday,COXWELL STATION,MUIE,0,0,E,BD,5003
2021-08-05,12:31,Thursday,BLOOR STATION,MUPAA,0,0,S,YU,6036
2021-08-05,15:25,Thursday,RUNNYMEDE STATION,PUMEL,0,0,,BD,0
2021-08-05,16:23,Thursday,KING STATION,SUDP,0,0,S,YU,5786
2021-08-05,16:40,Thursday,EGLINTON STATION,SUEAS,13,16,S,YU,5391
2021-08-05,17:23,Thursday,FINCH STATION,MUIS,0,0,,YU,0
2021-08-05,17:46,Thursday,KIPLING STATION,MUWR,4,8,W,BD,5298
2021-08-05,18:11,Thursday,LANSDOWNE STATION,SUDP,3,7,E,BD,5295
2021-08-05,18:14,Thursday,KEELE STATION,MUIRS,0,0,W,BD,5199
2021-08-05,18:22,Thursday,ST CLAIR WEST STATION,MUPAA,0,0,S,YU,5396
2021-08-05,18:30,Thursday,VAUGHAN MC STATION,TUNIP,6,10,,YU,5541
2021-08-05,18:32,Thursday,ROSEDALE STATION,MUSC,0,0,N,YU,5466
2021-08-05,20:32,Thursday,WOODBINE STATION,MUO,312,319,W,BD,5232
2021-08-05,20:57,Thursday,EGLINTON STATION,MUIS,0,0,,YU,0
2021-08-05,21:08,Thursday,VICTORIA PARK STATION,MUPAA,0,0,W,BD,5002
2021-08-05,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-08-05,22:01,Thursday,ISLINGTON STATION,MUIS,0,0,,BD,0
2021-08-05,00:26,Thursday,SPADINA STATION TO KIN,MUO,0,0,,YU,0
2021-08-05,00:57,Thursday,SPADINA YUS STATION,PUEO,6,13,N,YU,5871
2021-08-05,01:47,Thursday,WELLESLEY STATION,SUUT,0,0,S,YU,0
2021-08-05,01:58,Thursday,SHEPPARD STATION,PUSI,3,10,N,YU,5881
2021-08-05,13:57,Thursday,SHEPPARD-YONGE STATION,TUMVS,0,0,E,SHP,6146
2021-08-06,10:30,Friday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,,SRT,0
2021-08-06,02:24,Friday,ST GEORGE YUS STATION,MUIE,0,0,,YU,0
2021-08-06,11:05,Friday,ELLESMERE STATION,MRPAA,3,8,S,SRT,3024
2021-08-06,03:03,Friday,WARDEN STATION,PUMO,0,0,,BD,0
2021-08-06,20:30,Friday,KENNEDY SRT STATION,ERCO,10,16,N,SRT,3000
2021-08-06,06:28,Friday,SHEPPARD WEST STATION,EUDO,0,0,N,YU,5436
2021-08-06,06:49,Friday,KENNEDY BD STATION,MUIS,0,0,W,BD,8778
2021-08-06,20:41,Friday,LAWRENCE EAST STATION,ERCD,15,21,N,SRT,3000
2021-08-06,06:51,Friday,GREENWOOD STATION,TUNOA,4,8,E,BD,5370
2021-08-06,00:13,Friday,LAWRENCE EAST STATION,TRSET,6,12,N,SRT,3011
2021-08-06,07:03,Friday,HIGHWAY 407 STATION,EUDO,8,11,S,YU,5891
2021-08-06,08:52,Friday,YORK UNIVERSITY STATIO,MUIS,0,0,,YU,0
2021-08-06,08:54,Friday,ST CLAIR WEST STATION,EUDO,4,7,N,YU,5641
2021-08-06,10:25,Friday,LAWRENCE STATION,SUDP,0,0,S,YU,5636
2021-08-06,11:06,Friday,COXWELL STATION,MUIS,0,0,E,BD,0
2021-08-06,11:30,Friday,ROSEDALE STATION,MUATC,15,18,S,YU,6091
2021-08-06,11:47,Friday,SUMMERHILL STATION,TUMVS,4,7,S,YU,5796
2021-08-06,12:15,Friday,KIPLING STATION,MUI,4,8,E,BD,5084
2021-08-06,12:56,Friday,COLLEGE STATION,MUIE,0,0,,YU,0
2021-08-06,13:12,Friday,ST ANDREW STATION,MUPAA,4,7,S,YU,5561
2021-08-06,13:52,Friday,BATHURST STATION,PUMEL,0,0,E,BD,0
2021-08-06,16:22,Friday,DUFFERIN STATION,MUPAA,0,0,W,BD,5094
2021-08-06,16:43,Friday,EGLINTON STATION,MUTO,3,6,S,YU,6091
2021-08-06,17:24,Friday,KENNEDY BD STATION,MUIS,0,0,,BD,0
2021-08-06,17:58,Friday,EGLINTON STATION,MUPAA,3,6,N,YU,5851
2021-08-06,18:08,Friday,ROSEDALE STATION,MUATC,5,8,S,YU,5531
2021-08-06,18:13,Friday,MAIN STREET STATION,MUNCA,0,0,,BD,0
2021-08-06,18:18,Friday,YONGE BD STATION,SUDP,3,7,W,BD,5193
2021-08-06,19:16,Friday,LAWRENCE WEST STATION,TUATC,3,8,S,YU,5401
2021-08-06,20:02,Friday,WOODBINE STATION,PUSO,0,0,W,BD,5261
2021-08-06,20:09,Friday,YORK MILLS STATION,TUSC,0,0,N,YU,5881
2021-08-06,20:10,Friday,WILSON STATION,MUIS,0,0,,YU,0
2021-08-06,20:53,Friday,EGLINTON STATION,MUIE,3,8,N,YU,5811
2021-08-06,21:16,Friday,SUMMERHILL STATION,MUPAA,5,12,N,YU,6051
2021-08-06,21:41,Friday,OLD MILL STATION,MUSC,0,0,W,BD,5366
2021-08-06,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-08-06,22:25,Friday,QUEEN'S PARK STATION,SUUT,47,54,S,YU,5601
2021-08-06,22:56,Friday,YORK MILLS STATION,TUSC,0,0,S,YU,5951
2021-08-06,23:18,Friday,OSGOODE STATION,SUDP,11,18,N,YU,5546
2021-08-06,23:45,Friday,CHRISTIE STATION,MUIR,10,17,E,BD,5045
2021-08-06,23:57,Friday,BLOOR STATION,SUDP,0,0,N,YU,0
2021-08-06,00:32,Friday,PAPE STATION,SUO,4,11,E,BD,5110
2021-08-06,00:51,Friday,HIGH PARK STATION,SUDP,0,0,,BD,0
2021-08-06,01:55,Friday,DUNDAS STATION,SUAE,0,0,,YU,0
2021-08-06,06:55,Friday,DON MILLS STATION,TUSC,0,0,E,SHP,6156
2021-08-06,00:20,Friday,SHEPPARD-YONGE STATION,TUSC,0,0,E,SHP,6161
2021-08-07,03:06,Saturday,KIPLING STATION,SUO,0,0,,BD,0
2021-08-07,06:00,Saturday,ST. CLAIR TO FINCH STA,MUO,0,0,,YUS,0
2021-08-07,06:03,Saturday,MAIN STREET STATION,TUSC,0,0,W,BD,5291
2021-08-07,06:43,Saturday,EGLINTON WEST STATION,MUATC,4,10,N,YU,5841
2021-08-07,06:56,Saturday,GREENWOOD STATION (APP,EUSC,0,0,E,BD,5229
2021-08-07,07:27,Saturday,ISLINGTON STATION,TUMVS,5,10,E,BD,5053
2021-08-07,08:35,Saturday,COLLEGE STATION,MUIRS,0,0,,YU,0
2021-08-07,09:22,Saturday,KENNEDY BD STATION,TUMVS,0,0,E,BD,5042
2021-08-07,10:16,Saturday,GREENWOOD STATION,MUO,0,0,E,BD,5145
2021-08-07,12:22,Saturday,ST CLAIR WEST STATION,SUDP,0,0,,YU,0
2021-08-07,12:51,Saturday,CHESTER STATION,SUAP,0,0,W,BD,5134
2021-08-07,12:58,Saturday,CASTLE FRANK STATION,SUUT,40,44,W,BD,5030
2021-08-07,13:20,Saturday,BROADVIEW STATION,TUKEY,3,8,W,BD,5229
2021-08-07,13:32,Saturday,COLLEGE STATION,MUIS,0,0,,YU,0
2021-08-07,14:29,Saturday,YORKDALE STATION,MUIR,22,27,N,YU,6006
2021-08-07,14:49,Saturday,KENNEDY BD STATION,SUO,5,9,,BD,5138
2021-08-07,15:14,Saturday,CHRISTIE STATION,MUPAA,0,0,,BD,5083
2021-08-07,15:21,Saturday,BATHURST STATION,SUO,4,8,W,BD,5243
2021-08-07,15:36,Saturday,ROSEDALE STATION,SUAP,0,0,,YU,0
2021-08-07,15:38,Saturday,WELLESLEY STATION,MUPAA,0,0,S,YU,5696
2021-08-07,15:52,Saturday,CHRISTIE STATION,TUMVS,12,16,W,BD,5160
2021-08-07,17:24,Saturday,SPADINA BD STATION,EUNT,3,7,E,BD,5144
2021-08-07,17:56,Saturday,ST CLAIR STATION,MUSC,0,0,N,YU,5386
2021-08-07,18:07,Saturday,ST CLAIR STATION,TUO,12,18,S,YU,5381
2021-08-07,18:25,Saturday,SPADINA BD STATION,SUUT,25,29,E,BD,5129
2021-08-07,18:29,Saturday,YORKDALE STATION,MUIS,0,0,N,YU,0
2021-08-07,18:55,Saturday,CHRISTIE STATION,MUIR,0,0,E,BD,5035
2021-08-07,19:46,Saturday,HIGH PARK STATION,MUIS,0,0,,BD,0
2021-08-07,20:36,Saturday,SUMMERHILL STATION,SUUT,5,11,S,YU,5576
2021-08-07,20:58,Saturday,HIGH PARK STATION,MUIS,0,0,,BD,0
2021-08-07,21:00,Saturday,ST CLAIR STATION,MUIRS,0,0,S,YU,0
2021-08-07,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-08-07,22:20,Saturday,BATHURST STATION,MUD,4,11,W,BD,5177
2021-08-07,23:47,Saturday,YONGE BD STATION,MUIRS,0,0,E,BD,0
2021-08-07,00:29,Saturday,ST CLAIR STATION,MUIS,0,0,N,YU,0
2021-08-07,13:40,Saturday,SHEPPARD-YONGE STATION,MUCL,7,12,E,SHP,6146
2021-08-07,00:54,Saturday,LESLIE STATION,MUIS,0,0,,SHP,0
2021-08-08,10:35,Sunday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,,SRT,0
2021-08-08,07:50,Sunday,VAUGHAN MC STATION,MUATC,0,0,S,YU,5391
2021-08-08,18:43,Sunday,SCARBOROUGH CTR STATIO,SRDP,0,0,,SRT,0
2021-08-08,08:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU,0
2021-08-08,08:00,Sunday,BLOOR-DANFORTH SUBWAY,MUO,0,0,,BD,0
2021-08-08,22:48,Sunday,MCCOWAN STATION,MRO,0,0,N,SRT,3011
2021-08-08,08:11,Sunday,ST GEORGE BD STATION,TUO,14,0,W,BD,5133
2021-08-08,08:17,Sunday,ST GEORGE BD STATION,TUO,5,10,W,BD,5280
2021-08-08,09:23,Sunday,ST GEORGE YUS STATION,MUO,3,9,S,YU,5646
2021-08-08,09:45,Sunday,KIPLING STATION,PUTWZ,5,10,E,BD,5071
2021-08-08,09:52,Sunday,ST GEORGE BD STATION,MUPAA,0,0,W,BD,5045
2021-08-08,11:23,Sunday,DUPONT STATION,PUOPO,6,12,N,YU,5566
2021-08-08,11:25,Sunday,DAVISVILLE STATION,PUMEL,0,0,,YU,0
2021-08-08,12:07,Sunday,VAUGHAN MC STATION,TUNIP,3,9,S,YU,5386
2021-08-08,12:14,Sunday,KIPLING STATION,TUMVS,0,0,W,BD,5232
2021-08-08,12:29,Sunday,COXWELL STATION,TUO,4,9,E,BD,5165
2021-08-08,12:40,Sunday,QUEEN STATION,SUUT,26,32,S,YU,5541
2021-08-08,12:56,Sunday,COXWELL STATION,MUIS,0,0,,BD,0
2021-08-08,13:18,Sunday,YORKDALE STATION,SUAP,0,0,,YU,0
2021-08-08,13:26,Sunday,HIGHWAY 407 STATION,PUOPO,0,0,S,YU,5451
2021-08-08,15:18,Sunday,GREENWOOD YARD,MUO,0,0,,BD,0
2021-08-08,15:39,Sunday,HIGHWAY 407 STATION,PUOPO,6,12,S,YU,5606
2021-08-08,16:10,Sunday,SPADINA YUS STATION,PUOPO,0,0,N,YU,6026
2021-08-08,16:56,Sunday,HIGHWAY 407 STATION,PUOPO,0,0,S,YU,5581
2021-08-08,17:05,Sunday,HIGHWAY 407 STATION,TUOPO,0,0,N,YU,5776
2021-08-08,17:27,Sunday,WILSON STATION,MUIS,0,0,,YU,0
2021-08-08,17:40,Sunday,HIGHWAY 407 STATION,PUOPO,7,12,S,YU,5451
2021-08-08,17:59,Sunday,ST CLAIR STATION,EUNT,4,9,N,YU,5581
2021-08-08,18:06,Sunday,HIGHWAY 407 STATION,PUOPO,3,8,N,YU,5856
2021-08-08,18:15,Sunday,ROSEDALE STATION,SUUT,15,20,S,YU,5481
2021-08-08,18:23,Sunday,YORKDALE STATION,MUO,5,10,S,YU,5856
