Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2021-04-02,00:51,Friday,YORK MILLS STATION,MUSC,0,0,S,YU,5871
2021-04-02,00:54,Friday,YORK MILLS STATION,MUSC,0,0,S,YU,5976
2021-04-02,01:00,Friday,YORK MILLS STATION,MUSC,0,0,S,YU,5391
2021-04-02,01:05,Friday,YORK MILLS STATION,MUSC,0,0,S,YU,5621
2021-04-02,01:12,Friday,YORK MILLS STATION,MUSC,0,0,S,YU,5941
2021-04-02,01:19,Friday,EGLINTON STATION,MUIRS,0,0,,YU,0
2021-04-02,01:24,Friday,YORK MILLS STATION,MUSC,0,0,S,YU,5861
2021-04-02,01:29,Friday,SHEPPARD WEST STATION,MUIR,0,0,S,YU,5634
2021-04-02,01:34,Friday,YORK MILLS STATION,MUSC,0,0,S,YU,5986
2021-04-02,01:43,Friday,YORK MILLS STATION,MUSC,0,0,S,YU,5426
2021-04-02,05:51,Friday,GREENWOOD STATION,TUNIP,5,9,E,BD,5021
2021-04-02,06:09,Friday,KIPLING STATION,EUOE,4,8,W,BD,5054
2021-04-02,06:31,Friday,SPADINA YUS STATION,EUDO,0,0,N,YU,6041
2021-04-02,07:24,Friday,YORK MILLS STATION,MUPAA,3,8,N,YU,5551
2021-04-02,08:16,Friday,BAYVIEW STATION,TUSC,0,0,E,SHP,6186
2021-04-02,08:20,Friday,ST CLAIR STATION,MUIRS,0,0,,YU,0
2021-04-02,10:13,Friday,WOODBINE STATION,MUIRS,0,0,,BD,0
2021-04-02,10:48,Friday,ST CLAIR WEST STATION,MUTO,4,9,S,YU,5516
2021-04-02,11:24,Friday,WILSON STATION,TUNOA,4,8,S,YU,5756
2021-04-02,11:55,Friday,SPADINA BD STATION,MUIRS,0,0,E,BD,5322
2021-04-02,13:11,Friday,LANSDOWNE STATION,SUDP,15,19,E,BD,5246
2021-04-02,13:51,Friday,BATHURST STATION,SUO,0,0,E,BD,5285
2021-04-02,13:52,Friday,FINCH WEST STATION,MUPAA,0,0,N,YU,5986
2021-04-02,14:17,Friday,COLLEGE STATION,SUUT,14,18,N,YU,5941
2021-04-02,14:20,Friday,FINCH WEST STATION,MUIRS,0,0,,YU,0
2021-04-02,14:35,Friday,DUNDAS STATION,MUATC,4,8,S,YU,5631
2021-04-02,15:23,Friday,FINCH WEST STATION,PUMEL,0,0,,YU,0
2021-04-02,15:36,Friday,KENNEDY BD STATION,MUTO,5,10,W,BD,5133
2021-04-02,17:01,Friday,SPADINA BD STATION,MUIRS,0,0,W,BD,0
2021-04-02,17:44,Friday,KENNEDY BD STATION,MUNOA,4,8,W,BD,5328
2021-04-02,19:10,Friday,COXWELL STATION,SUDP,13,17,E,BD,5338
2021-04-02,19:39,Friday,SPADINA BD STATION,MUIRS,0,0,E,BD,0
2021-04-02,19:57,Friday,MAIN STREET STATION,MUIS,0,0,,BD,0
2021-04-02,21:06,Friday,KENNEDY BD STATION,EUNT,4,8,W,BD,5079
2021-04-02,21:34,Friday,BLOOR STATION,SUDP,0,0,N,YU,5881
2021-04-02,21:34,Friday,YONGE BD STATION,SUDP,0,0,W,BD,5079
2021-04-02,21:40,Friday,VAUGHAN MC STATION,MUNOA,5,10,S,YU,5796
2021-04-02,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-04-02,23:45,Friday,YORK MILLS STATION,MUSC,0,0,S,YU,5571
2021-04-02,23:47,Friday,YORK MILLS STATION,MUSC,0,0,S,YU,5566
2021-04-02,23:52,Friday,YORK MILLS STATION,MUSC,0,0,S,YU,5901
2021-04-02,23:56,Friday,YORK MILLS STATION,MUSC,0,0,S,YU,5686
2021-04-03,00:40,Saturday,MCCOWAN STATION,MRUIR,7,14,,SRT,3004
2021-04-03,05:32,Saturday,GREENWOOD STATION,EUOE,0,0,W,BD,5307
2021-04-03,05:48,Saturday,KENNEDY BD STATION,TUNOA,5,10,W,BD,5331
2021-04-03,05:51,Saturday,SPADINA BD STATION,MUIS,0,0,,BD,0
2021-04-03,05:58,Saturday,EGLINTON STATION,MUO,0,0,N,YU,5421
2021-04-03,06:02,Saturday,WILSON CARHOUSE,EUME,0,0,,YU,0
2021-04-03,06:03,Saturday,EGLINTON STATION,MUTO,4,9,N,YU,5981
2021-04-03,06:32,Saturday,EGLINTON STATION,SUAP,0,0,N,YU,5896
2021-04-03,07:32,Saturday,ST CLAIR WEST STATION,MUPAA,5,10,S,YU,5561
2021-04-03,07:38,Saturday,SPADINA YUS STATION,SUDP,0,0,,YU,0
2021-04-03,09:25,Saturday,KENNEDY BD STATION,TUNOA,5,10,W,BD,5198
2021-04-03,11:01,Saturday,COXWELL STATION,TUNOA,4,8,E,BD,5303
2021-04-03,11:28,Saturday,EGLINTON STATION,EUSC,0,0,N,YU,5726
2021-04-03,11:41,Saturday,EGLINTON STATION,PUTD,6,11,N,YU,5511
2021-04-03,12:32,Saturday,GREENWOOD STATION,EUYRD,4,8,E,BD,5036
2021-04-03,12:57,Saturday,DONLANDS STATION,MUIRS,0,0,W,BD,5331
2021-04-03,13:19,Saturday,VAUGHAN MC STATION,TUO,3,6,S,YU,6016
2021-04-03,14:10,Saturday,SHERBOURNE STATION,SUROB,0,0,E,BD,0
2021-04-03,14:16,Saturday,ST GEORGE YUS STATION,SUDP,0,0,S,YU,5991
2021-04-03,15:05,Saturday,ISLINGTON STATION,TUSC,0,0,W,BD,5332
2021-04-03,16:03,Saturday,DAVISVILLE STATION,MUPAA,0,0,S,YU,5906
2021-04-03,16:26,Saturday,OSSINGTON STATION,PUMST,0,0,,BD,0
2021-04-03,16:32,Saturday,UNION STATION,SUUT,9,12,N,YU,6016
2021-04-03,16:49,Saturday,DON MILLS STATION,PUMEL,0,0,,SHP,0
2021-04-03,16:50,Saturday,BATHURST STATION,SUUT,5,9,W,BD,5052
2021-04-03,17:39,Saturday,ST ANDREW STATION,EUCA,3,6,S,YU,6071
2021-04-03,17:55,Saturday,WARDEN STATION,EUSC,0,0,E,BD,5260
2021-04-03,18:17,Saturday,WELLESLEY STATION,SUDP,0,0,S,YU,6001
2021-04-03,19:54,Saturday,KENNEDY BD STATION,SUDP,0,0,,BD,0
2021-04-03,20:20,Saturday,SHERBOURNE STATION,SUDP,0,0,E,BD,5081
2021-04-03,20:25,Saturday,FINCH STATION,MUPAA,0,0,S,YU,6001
2021-04-03,20:33,Saturday,WILSON STATION,SUAP,0,0,S,YU,5981
2021-04-03,21:10,Saturday,CHRISTIE STATION,MUTO,3,8,W,BD,5257
2021-04-03,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-04-03,22:25,Saturday,SHEPPARD STATION,EUNT,4,9,S,YU,6011
2021-04-03,23:28,Saturday,BLOOR STATION,SUDP,0,0,N,YU,5876
2021-04-03,23:38,Saturday,BROADVIEW STATION,TUO,0,0,E,BD,5329
2021-04-04,00:25,Sunday,ST ANDREW STATION,SUAP,6,11,S,YU,5791
2021-04-04,01:03,Sunday,MUSEUM STATION,MUATC,5,10,N,YU,5696
2021-04-04,01:42,Sunday,EGLINTON STATION,SUDP,8,13,N,YU,5516
2021-04-04,01:52,Sunday,COLLEGE STATION,SUDP,0,0,,YU,0
2021-04-04,02:00,Sunday,COLLEGE STATION,SUDP,0,0,,YU,0
2021-04-04,02:03,Sunday,KENNEDY BD STATION,MUIS,0,0,,BD,0
2021-04-04,02:32,Sunday,SHEPPARD-YONGE STATION,TUO,3,0,W,SHP,6156
2021-04-04,08:10,Sunday,SHEPPARD WEST STATION,TUNIP,3,8,N,YU,6026
2021-04-04,08:12,Sunday,EGLINTON STATION,MUO,6,11,N,YU,5856
2021-04-04,08:13,Sunday,DAVISVILLE STATION,MUO,9,14,S,YU,5486
2021-04-04,08:18,Sunday,EGLINTON STATION,MUO,12,19,N,YU,5881
2021-04-04,08:40,Sunday,FINCH STATION,MUSC,0,0,S,YU,5856
2021-04-04,09:24,Sunday,VAUGHAN MC STATION,EUTRD,5,10,S,YU,5566
2021-04-04,09:25,Sunday,BATHURST STATION,MUIS,0,0,,BD,0
2021-04-04,10:30,Sunday,KEELE STATION,SUROB,0,0,E,BD,5193
2021-04-04,11:26,Sunday,BAYVIEW STATION,PUMEL,0,0,,SHEP,0
2021-04-04,11:43,Sunday,CHRISTIE STATION,MUDD,10,14,W,BD,5024
2021-04-04,11:55,Sunday,UNION STATION,PUMEL,0,0,,YU,0
2021-04-04,12:25,Sunday,WILSON STATION,EUDO,5,9,N,YU,5611
2021-04-04,12:39,Sunday,FINCH WEST STATION,EUCD,9,13,N,YU,5611
2021-04-04,12:49,Sunday,BATHURST STATION,MUIS,0,0,,BD,0
2021-04-04,13:59,Sunday,KENNEDY BD STATION,SUDP,4,8,W,BD,5138
2021-04-04,14:19,Sunday,YORK MILLS STATION,SUO,0,0,,YU,0
2021-04-04,14:47,Sunday,LANSDOWNE STATION,MUIS,0,0,,BD,0
2021-04-04,16:04,Sunday,BAYVIEW STATION,PUMEL,0,0,,SHP,0
2021-04-04,16:44,Sunday,BLOOR STATION,SUDP,0,0,N,YU,5781
2021-04-04,17:39,Sunday,FINCH STATION,TUSC,0,0,S,YU,6051
2021-04-04,19:54,Sunday,YORK MILLS STATION,MUPAA,0,0,N,YU,6056
2021-04-04,20:04,Sunday,WELLESLEY STATION,SUDP,5,10,S,YU,5766
2021-04-04,20:20,Sunday,DAVISVILLE STATION,MUIS,0,0,,YU,0
2021-04-04,20:43,Sunday,BLOOR STATION,SUDP,0,0,N,YU,5896
2021-04-04,20:49,Sunday,UNION STATION,MUI,23,28,N,YU,5534
2021-04-04,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-04-05,01:17,Monday,DUNDAS STATION,MUI,7,14,N,YU,5576
2021-04-05,01:35,Monday,LAWRENCE WEST STATION,SUDP,0,0,S,YU,6871
2021-04-05,01:37,Monday,BAY STATION,MUPR1,17,24,E,BD,5169
2021-04-05,02:23,Monday,KENNEDY BD STATION,MUIS,0,0,,BD,0
2021-04-05,04:08,Monday,UNION STATION,SUDP,0,0,,YU,0
2021-04-05,06:30,Monday,ROSEDALE STATION,MUSC,0,0,N,YU,5831
2021-04-05,07:38,Monday,KIPLING STATION,TUMVS,0,0,W,BD,5089
2021-04-05,08:32,Monday,ROSEDALE STATION,MUSC,0,0,N,YU,5931
2021-04-05,09:11,Monday,BROADVIEW STATION,MUD,6,10,E,BD,5231
2021-04-05,10:11,Monday,FINCH STATION,TUSC,0,0,N,YU,5861
2021-04-05,10:13,Monday,BLOOR STATION,MUIS,0,0,S,YU,0
2021-04-05,10:19,Monday,DAVISVILLE STATION,PUCSC,5,8,S,YU,5741
2021-04-05,11:06,Monday,ROSEDALE STATION,MUSC,0,0,S,YU,5931
2021-04-05,12:17,Monday,ST PATRICK STATION,MUIS,0,0,,YU,0
2021-04-05,13:05,Monday,HIGHWAY 407 STATION,MUIS,0,0,,YU,0
2021-04-05,13:52,Monday,SHEPPARD-YONGE STATION,TUNOA,9,14,E,SHP,6186
2021-04-05,14:33,Monday,DUPONT STATION,MUPAA,3,6,N,YU,6011
2021-04-05,16:39,Monday,ST GEORGE YUS STATION,MUPAA,0,0,S,YU,5761
2021-04-05,17:17,Monday,BROADVIEW STATION,MUIS,0,0,,BD,0
2021-04-05,17:38,Monday,KENNEDY SRT STATION,ERTC,12,17,N,SRT,3004
2021-04-05,18:12,Monday,ISLINGTON STATION,MUSAN,3,7,E,BD,5310
2021-04-05,18:15,Monday,KIPLING STATION,SUDP,3,7,E,BD,5050
2021-04-05,18:28,Monday,LAWRENCE EAST STATION,ERCD,14,19,N,SRT,3004
2021-04-05,18:36,Monday,MUSEUM STATION,SUDP,3,6,N,YU,5856
2021-04-05,18:46,Monday,DUFFERIN STATION,SUUT,4,8,E,BD,5169
2021-04-05,19:00,Monday,LAWRENCE WEST STATION,SUDP,0,0,S,YU,5761
2021-04-05,19:20,Monday,VAUGHAN MC STATION,MUI,0,0,N,YU,5661
2021-04-05,20:20,Monday,FINCH STATION,MUSC,0,0,S,YU,5741
2021-04-05,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-04-05,23:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU,0
2021-04-05,23:07,Monday,DUNDAS STATION,SUO,0,0,N,YU,0
2021-04-06,02:37,Tuesday,FINCH WEST STATION,MUIS,0,0,,YU,0
2021-04-06,05:55,Tuesday,DONLANDS STATION,EUDO,0,0,W,BD,5231
2021-04-06,06:00,Tuesday,CHESTER STATION,EUNT,3,8,W,BD,5231
2021-04-06,06:44,Tuesday,VAUGHAN MC STATION,MUTO,0,0,S,YU,6136
2021-04-06,07:14,Tuesday,BAY STATION,MUO,19,23,E,BD,5074
2021-04-06,07:37,Tuesday,FINCH STATION,MUIR,3,6,N,YU,5532
2021-04-06,08:19,Tuesday,DUNDAS STATION,MUPLB,0,0,S,YU,5536
2021-04-06,08:20,Tuesday,ROSEDALE STATION,TUSC,0,0,N,YU,5726
2021-04-06,08:25,Tuesday,OLD MILL STATION,MUPAA,0,0,W,BD,5257
2021-04-06,08:32,Tuesday,SPADINA YUS STATION,MUI,18,21,N,YU,5436
2021-04-06,09:00,Tuesday,VICTORIA PARK STATION,MUPAA,0,0,W,BD,5010
2021-04-06,09:11,Tuesday,YONGE BD STATION,SUAP,0,0,,BD,0
2021-04-06,09:19,Tuesday,DUFFERIN STATION,MUDD,0,0,E,BD,5293
2021-04-06,09:22,Tuesday,OSSINGTON STATION,EUCD,4,8,E,BD,5293
2021-04-06,09:50,Tuesday,SHERBOURNE STATION,MUIS,0,0,,BD,0
2021-04-06,11:41,Tuesday,FINCH STATION,SUAE,0,0,,YU,0
2021-04-06,12:09,Tuesday,SPADINA YUS STATION,SUAP,0,0,N,YU,0
2021-04-06,12:17,Tuesday,KING STATION,TUO,3,6,S,YU,6001
2021-04-06,12:18,Tuesday,DUNDAS STATION,SUDP,0,0,N,YU,0
2021-04-06,13:13,Tuesday,ROYAL YORK STATION,SUDP,0,0,E,BD,5151
2021-04-06,14:35,Tuesday,SPADINA BD STATION,MUIR,8,12,E,BD,5218
2021-04-06,15:46,Tuesday,OSGOODE STATION,MUI,13,16,N,YU,5901
2021-04-06,15:48,Tuesday,ST GEORGE YUS STATION,MUPAA,3,6,N,YU,5936
2021-04-06,16:05,Tuesday,YONGE BD STATION,MUIS,0,0,,BD,0
2021-04-06,16:59,Tuesday,FINCH STATION,MUTO,3,6,S,YU,5961
2021-04-06,18:04,Tuesday,VAUGHAN MC STATION,SUDP,0,0,,YU,0
2021-04-06,18:13,Tuesday,KEELE STATION,MUPLB,16,20,E,BD,5151
2021-04-06,18:33,Tuesday,WARDEN STATION,SUDP,0,0,E,BD,5282
2021-04-06,18:37,Tuesday,WARDEN STATION,SUDP,0,0,,BD,0
2021-04-06,18:45,Tuesday,FINCH STATION,MUTO,3,6,S,YU,6001
2021-04-06,19:33,Tuesday,BLOOR STATION,MUIS,0,0,S,YU,0
2021-04-06,19:49,Tuesday,YORK MILLS STATION,SUDP,9,14,S,YU,5446
2021-04-06,19:59,Tuesday,DUNDAS WEST STATION,MUIRS,0,0,,BD,0
2021-04-06,20:01,Tuesday,YORK MILLS STATION,MUI,0,0,S,YU,5866
2021-04-06,20:29,Tuesday,DAVISVILLE STATION,SUDP,0,0,S,YU,6131
2021-04-06,21:56,Tuesday,ROSEDALE STATION,MUPAA,0,0,S,YU,6106
2021-04-06,22:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-04-06,23:00,Tuesday,FINCH WEST TO LAWRENCE,MUO,0,0,,YU,0
2021-04-06,23:05,Tuesday,LAWRENCE STATION,SUUT,8,15,N,YU,5746
2021-04-06,23:30,Tuesday,UNION STATION,MUPAA,0,0,S,YU,5436
2021-04-06,23:31,Tuesday,DUNDAS STATION,MUPAA,0,0,S,YU,5996
2021-04-06,23:54,Tuesday,SUMMERHILL STATION,SUUT,0,0,N,YU,6021
2021-04-07,00:01,Wednesday,ROYAL YORK STATION,SUDP,5,13,E,BD,5079
2021-04-07,00:21,Wednesday,KING STATION,MUPAA,0,0,N,YU,5716
2021-04-07,00:25,Wednesday,DUNDAS STATION,SUDP,3,10,N,YU,5716
2021-04-07,00:29,Wednesday,COLLEGE STATION,SUDP,0,0,N,YU,5716
2021-04-07,00:44,Wednesday,FINCH STATION,SUDP,8,15,S,YU,5836
2021-04-07,01:18,Wednesday,FINCH STATION,TUMVS,0,0,N,YU,5821
2021-04-07,01:34,Wednesday,GREENWOOD STATION,MUIS,0,0,E,BD,0
2021-04-07,01:56,Wednesday,OSSINGTON STATION,SUDP,0,0,,BD,0
2021-04-07,05:59,Wednesday,ST GEORGE YUS STATION,EUDO,3,6,S,YU,5961
2021-04-07,06:27,Wednesday,ROSEDALE STATION,MUSC,3,6,N,YU,5726
2021-04-07,07:54,Wednesday,DON MILLS STATION,PUSSW,70,75,W,SHP,6161
2021-04-07,09:07,Wednesday,BROADVIEW STATION,MUPAA,4,8,E,BD,5002
2021-04-07,09:28,Wednesday,DONLANDS STATION,MUIS,0,0,W,BD,5218
2021-04-07,10:25,Wednesday,VICTORIA PARK STATION,SUDP,8,12,W,BD,5031
2021-04-07,10:47,Wednesday,QUEEN STATION,SUAP,0,0,S,YU,0
2021-04-07,11:05,Wednesday,LESLIE STATION,TUSC,0,0,W,SHP,6161
2021-04-07,11:09,Wednesday,ST GEORGE YUS STATION,TUS,6,9,S,YU,6076
2021-04-07,11:43,Wednesday,VAUGHAN MC STATION,TUO,3,6,S,YU,6006
2021-04-07,11:49,Wednesday,FINCH STATION,MUTO,3,6,S,YU,6071
2021-04-07,11:56,Wednesday,QUEEN STATION,MUIS,0,0,S,YU,0
2021-04-07,12:23,Wednesday,KENNEDY BD STATION,PUSRA,4,8,W,BD,5261
2021-04-07,13:01,Wednesday,VAUGHAN MC STATION,MUPAA,0,0,S,YU,5941
2021-04-07,14:38,Wednesday,EGLINTON STATION,SUSA,0,0,,YU,0
2021-04-07,15:35,Wednesday,BATHURST STATION,SUDP,0,0,,BD,0
2021-04-07,15:46,Wednesday,ST CLAIR WEST STATION,MUIR,6,9,N,YU,5856
2021-04-07,15:57,Wednesday,EGLINTON WEST STATION,MUIS,0,0,,YU,0
2021-04-07,16:13,Wednesday,FINCH WEST STATION,MUPAA,0,0,N,YU,5711
2021-04-07,17:28,Wednesday,OSSINGTON STATION,MUNCA,0,0,,BD,0
2021-04-07,17:38,Wednesday,OLD MILL STATION,MUPAA,0,0,E,BD,5213
2021-04-07,17:58,Wednesday,COLLEGE STATION,SUPOL,0,0,S,YU,6031
2021-04-07,19:54,Wednesday,ST CLAIR WEST STATION,SUDP,0,0,S,YU,6056
2021-04-07,20:22,Wednesday,QUEEN STATION,SUAP,0,0,,YU,0
2021-04-07,21:52,Wednesday,DAVISVILLE STATION,SUEAS,11,18,S,YU,5396
2021-04-07,22:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-04-07,23:00,Wednesday,FINCH WEST TO LAWRENCE,MUO,0,0,,YU,0
2021-04-07,23:00,Wednesday,SHEPPARD STATION,SUO,0,0,N,YU,6056
2021-04-07,23:24,Wednesday,BLOOR STATION,SUDP,0,0,S,YU,5876
2021-04-07,23:24,Wednesday,YONGE BD STATION,SUO,0,0,W,BD,5050
2021-04-07,23:45,Wednesday,SCARBOROUGH CTR STATIO,MRUIR,0,0,,SRT,0
2021-04-08,01:26,Thursday,YORK MILLS STATION,SUDP,4,0,S,YU,5461
2021-04-08,01:29,Thursday,YORK MILLS STATION,SUDP,0,0,N,YU,5961
2021-04-08,02:23,Thursday,LAWRENCE WEST STATION,SUDP,0,0,S,YU,5856
2021-04-08,05:44,Thursday,WILSON STATION,MUO,9,0,S,YU,5786
2021-04-08,05:56,Thursday,WARDEN STATION,MUPAA,0,0,W,BD,5115
2021-04-08,05:59,Thursday,ST GEORGE YUS STATION,MUO,3,0,S,YU,6021
2021-04-08,06:20,Thursday,FINCH STATION,MUSC,0,0,S,YU,5711
2021-04-08,06:29,Thursday,SHEPPARD-YONGE STATION,PUSSW,5,10,W,SHP,6161
2021-04-08,08:09,Thursday,DUFFERIN STATION,MUDD,3,7,E,BD,5151
2021-04-08,08:21,Thursday,YORK MILLS STATION,EUSC,0,0,S,YU,6126
2021-04-08,08:28,Thursday,YORK MILLS STATION,MUSC,0,0,S,YU,6001
2021-04-08,08:37,Thursday,YORK MILLS STATION,MUSC,0,0,S,YU,6051
2021-04-08,08:40,Thursday,YORK MILLS STATION,MUSC,0,0,S,YU,6096
2021-04-08,08:45,Thursday,YORK MILLS STATION,MUSC,0,0,S,YU,5876
2021-04-08,08:54,Thursday,YORK MILLS STATION,MUSC,0,0,S,YU,5996
2021-04-08,09:12,Thursday,YORK MILLS STATION,MUSC,3,6,S,YU,5701
2021-04-08,09:13,Thursday,HIGHWAY 407 STATION,SUDP,0,0,,YU,0
2021-04-08,09:18,Thursday,YORK MILLS STATION,MUSC,0,0,S,YU,5951
2021-04-08,09:22,Thursday,YORK MILLS STATION,MUSC,0,0,S,YU,6026
2021-04-08,09:33,Thursday,YORK MILLS STATION,MUSC,0,0,S,YU,6076
2021-04-08,09:40,Thursday,YORK MILLS STATION,MUSC,0,0,S,YU,5906
2021-04-08,10:03,Thursday,FINCH STATION,SUAP,0,0,S,YU,5761
2021-04-08,10:11,Thursday,YORK MILLS STATION,MUSC,0,0,S,YU,5761
2021-04-08,10:19,Thursday,SHEPPARD WEST STATION,MUATC,4,7,N,YU,5781
2021-04-08,10:56,Thursday,YORK MILLS STATION,MUSC,0,0,S,YU,5401
2021-04-08,11:15,Thursday,YORK MILLS STATION,MUSC,0,0,S,YU,5441
2021-04-08,11:27,Thursday,YORK MILLS STATION,MUSC,0,0,S,YU,6066
2021-04-08,11:33,Thursday,LAWRENCE STATION,SUAE,3,6,N,YU,5956
2021-04-08,14:13,Thursday,COXWELL STATION,MUCL,6,10,W,BD,5155
2021-04-08,15:23,Thursday,MCCOWAN STATION,MRPAA,0,0,N,SRT,3011
2021-04-08,15:30,Thursday,YORKDALE STATION,MUDD,6,9,N,YU,6076
2021-04-08,16:14,Thursday,HIGHWAY 407 STATION,PUMEL,0,0,,YU,0
2021-04-08,17:32,Thursday,MAIN STREET STATION,TUSC,0,0,W,BD,5275
2021-04-08,17:56,Thursday,ST CLAIR STATION,TUO,3,6,S,YU,5626
2021-04-08,17:57,Thursday,MCCOWAN STATION,TRO,3,8,S,SRT,3004
2021-04-08,19:24,Thursday,OLD MILL STATION,PUSNT,0,0,E,BD,5259
2021-04-08,19:49,Thursday,ROSEDALE STATION,MUSC,0,0,N,YU,5621
2021-04-08,20:35,Thursday,ST GEORGE BD STATION,MUDD,0,0,W,BD,5365
2021-04-08,20:42,Thursday,EGLINTON STATION,SUAP,3,8,S,YU,5936
2021-04-08,21:20,Thursday,OSGOODE STATION,SUDP,7,12,N,YU,5926
2021-04-08,21:56,Thursday,COLLEGE STATION,MUDD,5,12,N,YU,6071
2021-04-08,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-04-08,22:26,Thursday,CHRISTIE STATION,SUDP,7,14,W,BD,5170
2021-04-08,23:00,Thursday,FINCH WEST TO LAWRENCE,MUO,0,0,,YU,0
2021-04-08,23:43,Thursday,KEELE STATION,MUIS,0,0,W,BD,0
2021-04-08,23:45,Thursday,DAVISVILLE YARD,MUIE,0,0,,,0
