Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2021-12-04,07:06,Saturday,JANE STATION,PUMO,0,0,,BD,0
2021-12-04,07:26,Saturday,RUNNYMEDE STATION,PUTDN,7,12,W,BD,5013
2021-12-04,08:03,Saturday,EGLINTON STATION,MUSC,0,0,N,YU,5636
2021-12-04,08:45,Saturday,ST CLAIR WEST STATION,MUNCA,0,0,,YU,0
2021-12-04,10:00,Saturday,LAWRENCE STATION,EUDO,3,9,S,YU,5946
2021-12-04,10:54,Saturday,SHERBOURNE STATION,MUPAA,0,0,W,BD,5013
2021-12-04,11:12,Saturday,VICTORIA PARK STATION,SUDP,4,9,E,BD,5304
2021-12-04,11:20,Saturday,EGLINTON STATION,PUMEL,0,0,,YU,0
2021-12-04,11:34,Saturday,YORKDALE STATION,PUOPO,0,0,S,YU,5901
2021-12-04,12:18,Saturday,VAUGHAN MC STATION,MUIRS,0,0,,YU,0
2021-12-04,12:34,Saturday,CASTLE FRANK STATION,SUDP,9,13,W,BD,5256
2021-12-04,13:06,Saturday,ST CLAIR WEST STATION,SUDP,9,13,N,YU,5931
2021-12-04,13:12,Saturday,KIPLING STATION,TUO,3,6,E,BD,5193
2021-12-04,13:41,Saturday,ROSEDALE STATION,MUTO,3,7,N,YU,5991
2021-12-04,13:57,Saturday,ST GEORGE YUS STATION,MUIRS,0,0,,YU,0
2021-12-04,14:51,Saturday,WARDEN STATION,MUIE,0,0,,BD,0
2021-12-04,14:59,Saturday,JANE STATION,MUPAA,0,0,W,BD,5083
2021-12-04,16:50,Saturday,ST CLAIR STATION,SUDP,0,0,S,YU,5631
2021-12-04,16:51,Saturday,WELLESLEY STATION,MUIR,15,19,N,YU,5896
2021-12-04,17:38,Saturday,WOODBINE STATION,SUDP,0,0,W,BD,5100
2021-12-04,17:54,Saturday,MAIN STREET STATION,PUMST,0,0,W,BD,0
2021-12-04,18:07,Saturday,ST GEORGE YUS STATION,MUIS,0,0,,YU,0
2021-12-04,18:24,Saturday,KIPLING STATION,MUIRS,0,0,,BD,0
2021-12-04,18:59,Saturday,WARDEN STATION,MUDD,3,6,E,BD,5077
2021-12-04,19:05,Saturday,UNION STATION,MUIS,0,0,,YU,0
2021-12-04,19:14,Saturday,HIGHWAY 407 STATION,MUATC,3,8,S,YU,5486
2021-12-04,19:35,Saturday,DOWNSVIEW PARK STATION,SUROB,0,0,,YU,0
2021-12-04,19:57,Saturday,UNION STATION,SUO,0,0,,YU,0
2021-12-04,20:45,Saturday,ST GEORGE YUS STATION,MUTO,3,8,S,YU,5506
2021-12-04,20:48,Saturday,KENNEDY BD STATION,SUO,0,0,E,BD,5093
2021-12-04,21:26,Saturday,KIPLING STATION,MUIRS,0,0,,BD,0
2021-12-04,21:48,Saturday,EGLINTON STATION,MUIS,0,0,N,YU,0
2021-12-04,21:54,Saturday,HIGHWAY 407 STATION,PUOPO,0,0,S,YU,5991
2021-12-04,21:55,Saturday,RUNNYMEDE STATION,MUPAA,0,0,E,BD,5322
2021-12-04,21:58,Saturday,YORKDALE STATION,PUOPO,0,0,N,YU,6086
2021-12-04,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-12-04,22:07,Saturday,VAUGHAN MC STATION,MUSAN,7,14,S,YU,5651
2021-12-04,22:43,Saturday,BAY STATION,SUUT,17,24,E,BD,5209
2021-12-04,23:21,Saturday,DUNDAS STATION,SUUT,26,33,N,YU,6081
2021-12-04,23:59,Saturday,ST CLAIR STATION,MUATC,7,14,N,YU,5991
2021-12-04,00:04,Saturday,QUEEN STATION,MUIS,0,0,,YU,0
2021-12-04,00:09,Saturday,DONLANDS STATION,MUPAA,3,10,E,BD,5181
2021-12-04,00:41,Saturday,LAWRENCE STATION,MUSAN,7,14,S,YU,5996
2021-12-04,01:07,Saturday,FINCH STATION,MUTO,4,11,S,YU,6091
2021-12-04,01:11,Saturday,MAIN STREET STATION,SUDP,16,23,W,BD,5083
2021-12-04,01:14,Saturday,OSGOODE STATION,MUIS,0,0,,YU,0
2021-12-04,01:35,Saturday,FINCH STATION,SUDP,0,0,S,YU,6026
2021-12-04,01:48,Saturday,FINCH STATION,MUIS,0,0,,YU,0
2021-12-04,01:55,Saturday,KIPLING STATION,MUIS,0,0,E,BD,0
2021-12-04,12:22,Saturday,LESLIE STATION,TUSC,0,0,W,SHP,6161
2021-12-04,21:31,Saturday,SHEPPARD-YONGE STATION,TUSC,0,0,W,SHP,6161
2021-12-05,10:54,Sunday,MCCOWAN STATION,MRO,4,10,S,SRT,3002
2021-12-05,10:34,Sunday,YORKDALE STATION,PUOPO,0,0,N,YU,5701
2021-12-05,11:27,Sunday,EGLINTON STATION,TUATC,3,8,N,YU,5017
2021-12-05,15:31,Sunday,LAWRENCE EAST STATION,MRO,0,0,,SRT,0
2021-12-05,17:26,Sunday,KENNEDY SRT STATION,SRDP,17,23,N,SRT,3002
2021-12-05,12:28,Sunday,KIPLING STATION,MUIRS,0,0,,BD,0
2021-12-05,12:38,Sunday,ISLINGTON STATION,TUSC,0,0,E,BD,5268
2021-12-05,22:00,Sunday,KENNEDY SRT TO LAWREN,MRO,0,0,B,SRT,0
2021-12-05,12:54,Sunday,QUEEN'S PARK STATION,MUSAN,5,10,S,YU,6081
2021-12-05,13:13,Sunday,LAWRENCE WEST STATION,SUDP,3,8,N,YU,5701
2021-12-05,13:46,Sunday,ST CLAIR WEST STATION,MUIS,0,0,,YU,0
2021-12-05,14:28,Sunday,FINCH STATION,SUDP,3,8,S,YU,5481
2021-12-05,14:41,Sunday,VICTORIA PARK STATION,SUDP,26,31,W,BD,5083
2021-12-05,15:31,Sunday,HIGHWAY 407 STATION,PUOPO,5,10,S,YU,5396
2021-12-05,16:05,Sunday,DUNDAS STATION,SUAP,0,0,,YU,0
2021-12-05,17:11,Sunday,EGLINTON WEST STATION,PUOPO,9,14,S,YU,5876
2021-12-05,17:11,Sunday,QUEEN STATION,MUNCA,0,0,,YU,0
2021-12-05,17:28,Sunday,KENNEDY BD STATION,SUDP,14,19,E,BD,5029
2021-12-05,17:39,Sunday,GREENWOOD STATION,SUDP,24,29,E,BD,5181
2021-12-05,17:49,Sunday,WILSON HOSTLER,EUYRD,5,10,N,YU,5561
2021-12-05,18:02,Sunday,EGLINTON STATION,SUDP,5,10,N,YU,5506
2021-12-05,18:06,Sunday,BATHURST STATION,MUNCA,0,0,,BD,0
2021-12-05,18:43,Sunday,ROSEDALE STATION,MUATC,8,13,S,YU,5501
2021-12-05,19:07,Sunday,FINCH WEST STATION,PUMEL,0,0,,YU,0
2021-12-05,19:42,Sunday,VAUGHAN MC STATION,MUATC,7,14,S,YU,5501
2021-12-05,19:47,Sunday,OSSINGTON STATION,MUD,3,10,W,BD,5016
2021-12-05,20:21,Sunday,COXWELL STATION,TUO,8,15,W,BD,5306
2021-12-05,20:22,Sunday,EGLINTON STATION,MUIS,0,0,,YU,0
2021-12-05,20:26,Sunday,LAWRENCE WEST STATION,PUOPO,5,12,N,YU,5561
2021-12-05,20:31,Sunday,WARDEN STATION,SUDP,6,13,W,BD,5083
2021-12-05,20:55,Sunday,LAWRENCE WEST STATION,PUOPO,4,11,N,YU,5631
2021-12-05,21:05,Sunday,WILSON STATION,PUOPO,7,14,N,YU,5631
2021-12-05,21:21,Sunday,EGLINTON STATION,MUSAN,7,14,S,YU,5641
2021-12-05,21:35,Sunday,ST GEORGE BD STATION,MUIS,0,0,,BD,0
2021-12-05,21:53,Sunday,ST GEORGE YUS STATION,SUDP,3,10,S,YU,5731
2021-12-05,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-12-05,22:07,Sunday,OSGOODE STATION,MUSAN,7,14,S,YU,6106
2021-12-05,22:34,Sunday,OSSINGTON STATION,PUMEL,0,0,E,BD,0
2021-12-05,22:41,Sunday,ST CLAIR WEST STATION,PUOPO,0,0,S,YU,5836
2021-12-05,22:46,Sunday,SPADINA YUS STATION,MUPAA,3,10,S,YU,5386
2021-12-05,23:11,Sunday,ST GEORGE YUS STATION,MUO,15,22,S,YU,5661
2021-12-05,23:24,Sunday,SPADINA YUS STATION,PUOPO,12,19,N,YU,5981
2021-12-05,00:15,Sunday,EGLINTON STATION,MUPAA,0,0,N,YU,5446
2021-12-05,00:20,Sunday,LAWRENCE WEST STATION,PUOPO,0,0,S,YU,5516
2021-12-05,01:04,Sunday,WILSON STATION,SUUT,0,0,S,YU,5931
2021-12-05,01:22,Sunday,DAVISVILLE STATION,EUVE,6,13,N,YU,5661
2021-12-05,01:30,Sunday,VAUGHAN MC STATION,MUIS,0,0,S,YU,5481
2021-12-05,01:45,Sunday,KIPLING STATION,SUDP,0,0,E,BD,5163
2021-12-05,01:54,Sunday,BAY STATION,MUIS,0,0,,BD,0
2021-12-06,14:25,Monday,MCCOWAN STATION,PRSO,7,14,N,SRT,3025
2021-12-06,05:52,Monday,WARDEN STATION,MUPLB,51,55,W,BD,5016
2021-12-06,07:22,Monday,EGLINTON STATION (MIGR,MUATC,9,12,S,YU,5761
2021-12-06,16:40,Monday,MCCOWAN STATION,ERTR,5,10,N,SRT,3025
2021-12-06,07:50,Monday,FINCH STATION,SUAP,0,0,,YUS,0
2021-12-06,16:45,Monday,KENNEDY SRT STATION,MRTO,44,49,S,SRT,3016
2021-12-06,08:07,Monday,LANSDOWNE STATION,MUD,3,7,E,BD,5231
2021-12-06,18:45,Monday,MCCOWAN STATION,TRO,20,25,S,SRT,3013
2021-12-06,08:27,Monday,GLENCAIRN STATION,PUOPO,0,0,S,YU,5716
2021-12-06,21:50,Monday,MCCOWAN STATION,TRO,5,11,,SRT,3012
2021-12-06,22:00,Monday,KENNEDY SRT TO LAWREN,MRO,0,0,,SRT,0
2021-12-06,09:00,Monday,RUNNYMEDE STATION,MUPAA,0,0,W,BD,5016
2021-12-06,09:09,Monday,JANE STATION,MUPAA,0,0,W,BD,5023
2021-12-06,22:04,Monday,KENNEDY SRT STATION,TRO,5,11,S,SRT,3012
2021-12-06,22:28,Monday,KENNEDY SRT STATION,ERRA,6,13,N,SRT,3019
2021-12-06,10:24,Monday,LAWRENCE STATION,MUSC,0,0,S,YU,5466
2021-12-06,10:48,Monday,BATHURST STATION,MUIS,0,0,,BD,0
2021-12-06,10:54,Monday,YONGE BD STATION,SUAP,0,0,,BD,0
2021-12-06,11:12,Monday,WARDEN STATION,PUMST,0,0,,BD,0
2021-12-06,13:16,Monday,WELLESLEY STATION,SUDP,5,8,S,YU,5586
2021-12-06,13:34,Monday,FINCH STATION,MUSC,0,0,S,YU,5521
2021-12-06,14:01,Monday,OLD MILL STATION,MUIS,0,0,,BD,0
2021-12-06,14:06,Monday,WARDEN STATION,TUO,4,8,W,BD,5362
2021-12-06,14:14,Monday,MAIN STREET STATION,MUO,4,8,W,BD,5366
2021-12-06,14:22,Monday,ISLINGTON STATION,MUO,32,36,W,BD,5205
2021-12-06,14:23,Monday,ST CLAIR STATION,MUATC,3,6,N,YU,6131
2021-12-06,14:40,Monday,DUFFERIN STATION,MUPAA,0,0,W,BD,5052
