"Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle"
"2021-11-02,17:14,Tuesday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0"
"2021-11-02,17:18,Tuesday,MAIN STREET STATION,MUTO,3,6,E,BD,5108"
"2021-11-02,17:23,Tuesday,HIGH PARK STATION,SUDP,0,0,,BD,0"
"2021-11-02,17:41,Tuesday,FINCH STATION,MUSC,0,0,S,YU,5696"
"2021-11-02,17:48,Tuesday,DUFFERIN STATION,EUDO,0,0,E,BD,5286"
"2021-11-02,18:55,Tuesday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0"
"2021-11-02,18:56,Tuesday,PIONEER VILLAGE STATIO,MUIS,0,0,,41 KEELE,1422"
"2021-11-02,19:37,Tuesday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0"
"2021-11-02,20:18,Tuesday,DUFFERIN STATION,SUUT,13,19,W,BD,5307"
"2021-11-02,20:22,Tuesday,SHEPPARD WEST STATION,MUI,18,21,N,YU,5391"
"2021-11-02,20:42,Tuesday,ST PATRICK STATION,SUUT,12,15,N,YU,5531"
"2021-11-02,21:26,Tuesday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0"
"2021-11-02,22:00,Tuesday,YONGE UNIVERSITY SUBWA,MUO,0,0,,YU/BD,0"
"2021-11-02,22:01,Tuesday,VAUGHAN MC STATION,TUNOA,5,10,S,YU,0"
"2021-11-02,22:34,Tuesday,DONLANDS STATION,EUCA,7,13,W,BD,5053"
"2021-11-02,22:46,Tuesday,LAWRENCE WEST STATION,MUIS,0,0,,YU,0"
"2021-11-02,22:58,Tuesday,YORK MILLS STATION,SUUT,0,0,N,YU,5536"
"2021-11-02,23:01,Tuesday,VAUGHAN MC STATION,TUNOA,5,10,S,YU,0"
"2021-11-02,23:20,Tuesday,DUNDAS STATION,MUIS,0,0,,YU,0"
"2021-11-02,23:54,Tuesday,WELLESLEY STATION,SUO,0,0,,YU,0"
"2021-11-02,00:20,Tuesday,FINCH WEST STATION,MUSAN,3,8,S,YU,5706"
"2021-11-02,00:27,Tuesday,DAVISVILLE YARD,PUMO,0,0,,YU,0"
"2021-11-02,01:38,Tuesday,MAIN STREET STATION,SUUT,32,38,E,BD,5161"
"2021-11-02,01:39,Tuesday,VAUGHAN MC STATION,SUDP,0,0,N,YU,0"
"2021-11-02,01:45,Tuesday,DUNDAS STATION,MUIRS,0,0,,YU,0"
"2021-11-03,02:06,Wednesday,FINCH STATION,MUIS,0,0,,YU,0"
"2021-11-03,17:10,Wednesday,MCCOWAN STATION,TRNOA,5,10,S,SRT,0"
"2021-11-03,22:00,Wednesday,LAWRENCE EAST STATION,MRO,0,0,B,SRT,0"
"2021-11-03,05:34,Wednesday,UNION STATION,SUDP,0,0,,YU,0"
"2021-11-03,05:42,Wednesday,YORK MILLS STATION,MUATC,4,0,N,YU,5941"
"2021-11-03,05:46,Wednesday,YORK MILLS STATION,PUTD,0,0,S,YU,5456"
"2021-11-03,06:28,Wednesday,GREENWOOD STATION,TUNOA,0,0,E,BD,0"
"2021-11-03,06:33,Wednesday,WILSON STATION,EUO,3,7,S,YU,5856"
"2021-11-03,07:32,Wednesday,KIPLING STATION,PUMST,0,0,,BD,0"
"2021-11-03,08:09,Wednesday,EGLINTON STATION (APPR,MUATC,8,11,S,YU,5666"
"2021-11-03,08:41,Wednesday,EGLINTON STATION,MUSC,0,0,N,YU,5906"
"2021-11-03,09:09,Wednesday,SHEPPARD WEST TO WILSO,PUSSW,19,22,S,YU,5991"
"2021-11-03,09:26,Wednesday,ST ANDREW STATION,MUIR,5,8,S,YU,5861"
"2021-11-03,10:00,Wednesday,KENNEDY BD STATION,TUNOA,3,6,W,BD,0"
"2021-11-03,10:13,Wednesday,KENNEDY BD STATION,TUNOA,3,6,W,BD,0"
"2021-11-03,10:39,Wednesday,BLOOR STATION,SUDP,0,0,N,YU,5601"
"2021-11-03,11:45,Wednesday,ST CLAIR STATION,SUDP,0,0,S,YU,5786"
"2021-11-03,12:53,Wednesday,YONGE BD STATION,MUPAA,0,0,E,BD,5224"
"2021-11-03,13:30,Wednesday,SHEPPARD STATION,MUIR,3,6,S,YU,5686"
"2021-11-03,13:54,Wednesday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0"
"2021-11-03,15:24,Wednesday,EGLINTON STATION,SUUT,6,9,S,YU,5811"
"2021-11-03,16:28,Wednesday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0"
"2021-11-03,16:38,Wednesday,VAUGHAN MC STATION,TUNIP,7,10,S,YU,5506"
"2021-11-03,17:17,Wednesday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0"
"2021-11-03,17:38,Wednesday,LANSDOWNE STATION,MUIS,0,0,E,BD,5188"
"2021-11-03,17:43,Wednesday,EGLINTON STATION (MIGR,MUATC,3,6,S,YU,5946"
"2021-11-03,18:08,Wednesday,FINCH STATION,TUKEY,3,6,S,YU,5531"
"2021-11-03,18:10,Wednesday,DUNDAS STATION,MUIS,0,0,,YU,0"
"2021-11-03,18:23,Wednesday,KENNEDY BD STATION,TUNOA,6,12,,BD,5066"
"2021-11-03,18:27,Wednesday,NORTH YORK CTR STATION,EUSC,0,0,N,YU,5981"
"2021-11-03,18:32,Wednesday,SHERBOURNE STATION,PUMST,0,0,,BD,0"
"2021-11-03,18:33,Wednesday,DAVISVILLE STATION,MUIS,0,0,,YU,0"
"2021-11-03,18:41,Wednesday,DUFFERIN STATION,MUPAA,0,0,W,BD,5063"
"2021-11-03,18:44,Wednesday,COXWELL STATION,MUIR,6,9,W,BD,5260"
"2021-11-03,18:44,Wednesday,NORTH YORK CTR STATION,MUSAN,3,6,S,YU,5816"
"2021-11-03,19:04,Wednesday,ST GEORGE BD STATION,SUDP,3,6,W,BD,5102"
"2021-11-03,19:06,Wednesday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0"
"2021-11-03,19:25,Wednesday,HIGH PARK STATION,SUO,0,0,,BD,0"
"2021-11-03,19:36,Wednesday,FINCH STATION,SUAP,34,37,S,YU,5606"
"2021-11-03,20:14,Wednesday,KENNEDY BD STATION,EUBO,6,12,,BD,5260"
"2021-11-03,20:35,Wednesday,EGLINTON STATION,MUNCA,0,0,,YU,0"
"2021-11-03,20:38,Wednesday,VICTORIA PARK STATION,SUAE,17,23,W,BD,5083"
"2021-11-03,21:34,Wednesday,DAVISVILLE STATION,SUDP,0,0,N,YU,6061"
"2021-11-03,21:51,Wednesday,ISLINGTON STATION,SUUT,26,32,W,BD,5126"
"2021-11-03,22:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0"
"2021-11-03,22:36,Wednesday,ST CLAIR WEST STATION,SUDP,8,13,S,YU,5496"
"2021-11-03,22:58,Wednesday,BLOOR STATION,MUIS,0,0,S,YU,0"
"2021-11-03,23:03,Wednesday,WARDEN STATION,MUIS,0,0,,BD,0"
"2021-11-03,23:08,Wednesday,FINCH STATION,MUSC,0,0,S,YU,5531"
"2021-11-03,00:15,Wednesday,GLENCAIRN STATION,SUDP,13,18,S,YU,5616"
"2021-11-03,00:51,Wednesday,PAPE STATION,EUDO,6,12,E,BD,5128"
"2021-11-03,01:21,Wednesday,YORK MILLS STATION,TUMVS,11,16,N,YU,5601"
"2021-11-03,03:11,Wednesday,DON MILLS STATION,MUIS,0,0,,SHP,0"
"2021-11-04,02:47,Thursday,FINCH STATION,MUIS,0,0,,YU,0"
"2021-11-04,05:55,Thursday,MIDLAND STATION,ERO,5,10,S,SRT,3002"
"2021-11-04,05:40,Thursday,GREENWOOD STATION,TUNOA,5,0,E,BD,5000"
"2021-11-04,16:53,Thursday,SCARBOROUGH CTR STATIO,PREL,0,0,,SRT,0"
"2021-11-04,22:09,Thursday,KENNEDY - LAWRENCE EAS,MRO,0,0,,SRT,0"
"2021-11-04,05:42,Thursday,UNION STATION,SUDP,0,0,,YU,0"
"2021-11-04,05:56,Thursday,COXWELL STATION,TUNOA,3,6,E,BD,5000"
"2021-11-04,06:08,Thursday,COLLEGE STATION,PUMST,0,0,,YU,0"
"2021-11-04,06:10,Thursday,GREENWOOD STATION,SUUT,18,22,E,BD,5113"
"2021-11-04,06:17,Thursday,SHEPPARD WEST STATION,TUO,3,6,N,YU,5821"
"2021-11-04,06:40,Thursday,WELLESLEY STATION,MUIS,0,0,,YU,0"
"2021-11-04,06:45,Thursday,GREENWOOD STATION,SUDP,4,7,W,BD,5253"
"2021-11-04,06:49,Thursday,DONLANDS STATION,MUO,3,6,E,BD,5001"
"2021-11-04,08:31,Thursday,BATHURST STATION,MUIRS,5,8,W,BD,5167"
"2021-11-04,08:57,Thursday,PAPE STATION,MUIS,0,0,,BD,0"
"2021-11-04,09:16,Thursday,EGLINTON STATION,MUATC,9,12,S,YU,5946"
"2021-11-04,09:40,Thursday,JANE STATION,MUPAA,0,0,W,BD,5066"
"2021-11-04,09:48,Thursday,QUEEN'S PARK STATION,SUAP,0,0,,YU,0"
"2021-11-04,10:13,Thursday,FINCH STATION,MUTO,3,6,S,YU,5676"
"2021-11-04,11:44,Thursday,ROSEDALE STATION,MUI,13,16,N,YU,5876"
"2021-11-04,12:54,Thursday,FINCH STATION,TUO,3,6,N,YU,5956"
"2021-11-04,13:21,Thursday,EGLINTON STATION,MUATC,8,11,S,YU,6086"
"2021-11-04,13:35,Thursday,RUNNYMEDE STATION,PUMEL,0,0,,BD,0"
"2021-11-04,14:23,Thursday,BAY STATION,EUPI,4,7,W,BD,5274"
"2021-11-04,14:29,Thursday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-11-04,14:35,Thursday,EGLINTON STATION,SUO,3,6,N,YU,5671"
"2021-11-04,14:58,Thursday,VAUGHAN MC STATION,TUNIP,3,6,S,YU,5971"
"2021-11-04,15:01,Thursday,ST ANDREW STATION,MUPAA,3,6,S,YU,6001"
"2021-11-04,15:05,Thursday,COXWELL STATION,TUNOA,3,6,E,BD,0"
"2021-11-04,15:20,Thursday,VAUGHAN MC STATION,TUSUP,3,6,S,YU,6101"
"2021-11-04,15:33,Thursday,BATHURST STATION,SUO,8,11,W,BD,5239"
"2021-11-04,15:34,Thursday,BLOOR STATION,MUIS,0,0,,YU,0"
"2021-11-04,15:42,Thursday,KENNEDY BD STATION,MUIRS,0,0,,BD,0"
"2021-11-04,15:43,Thursday,LAWRENCE WEST STATION,MUIS,0,0,,YU,0"
"2021-11-04,15:44,Thursday,YORKDALE STATION,SUDP,3,6,N,YU,5731"
"2021-11-04,15:45,Thursday,WARDEN STATION,EUCD,0,0,E,BD,5143"
"2021-11-04,16:20,Thursday,CHRISTIE STATION,EUCD,3,6,W,BD,5274"
"2021-11-04,16:21,Thursday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-11-04,16:24,Thursday,DUFFERIN STATION,SUUT,0,0,W,BD,5089"
"2021-11-04,16:28,Thursday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-11-04,16:33,Thursday,VAUGHAN MC STATION,MUATC,8,11,S,YU,5671"
"2021-11-04,16:55,Thursday,SPADINA YUS STATION,SUUT,18,21,N,YU,5466"
"2021-11-04,17:19,Thursday,YORK MILLS STATION,MUIRS,4,7,N,YU,5566"
"2021-11-04,17:42,Thursday,DUFFERIN STATION,MUPAA,0,0,E,BD,5095"
"2021-11-04,18:46,Thursday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-11-04,19:22,Thursday,LAWRENCE STATION,TUSC,0,0,S,YU,5516"
"2021-11-04,19:24,Thursday,SUMMERHILL STATION,SUUT,3,6,S,YU,5481"
"2021-11-04,19:36,Thursday,UNION STATION,SUO,3,6,S,YU,5481"
"2021-11-04,20:25,Thursday,ISLINGTON STATION,MUD,3,9,W,BD,5029"
"2021-11-04,20:28,Thursday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,5481"
"2021-11-04,21:12,Thursday,KING STATION,MUPAA,3,6,N,YU,6111"
"2021-11-04,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0"
"2021-11-04,22:19,Thursday,FINCH STATION,SUDP,5,10,N,YU,5656"
"2021-11-04,22:27,Thursday,FINCH WEST STATION,SUO,0,0,,YU,0"
"2021-11-04,22:44,Thursday,DONLANDS STATION,MUPAA,0,0,W,BD,5177"
"2021-11-04,22:46,Thursday,ST CLAIR WEST STATION,MUIS,0,0,,YU,0"
"2021-11-04,22:53,Thursday,QUEEN STATION,SUUT,0,0,,YU,0"
"2021-11-04,22:53,Thursday,KIPLING STATION,TUNOA,6,12,E,BD,0"
"2021-11-04,23:49,Thursday,FINCH WEST STATION,PUMEL,0,0,,YU,0"
"2021-11-04,00:02,Thursday,ST GEORGE YUS STATION,MUIS,0,0,N,YU,5951"
"2021-11-04,00:52,Thursday,ST CLAIR STATION,EUVE,5,10,S,YU,6116"
"2021-11-04,01:43,Thursday,YONGE BD STATION,MUIS,0,0,,BD,0"
"2021-11-04,11:10,Thursday,LESLIE STATION,TUMVS,3,8,W,SHP,6186"
"2021-11-05,06:07,Friday,MCCOWAN STATION,TRNIP,5,10,S,SRT,3004"
"2021-11-05,02:03,Friday,ST CLAIR STATION,MUIS,0,0,S,YU,0"
"2021-11-05,10:44,Friday,ELLESMERE STATION,MRTO,15,20,S,SRT,3018"
"2021-11-05,02:28,Friday,WILSON STATION,MUIS,0,0,,YU,0"
"2021-11-05,15:24,Friday,MCCOWAN STATION,TRNIP,3,8,S,SRT,3002"
"2021-11-05,02:31,Friday,VAUGHAN MC STATION,MUIS,0,0,,YU,0"
"2021-11-05,03:41,Friday,FINCH STATION,MUPLB,0,0,S,YU,0"
"2021-11-05,22:02,Friday,KENNEDY - LAWRENCE EAS,MRO,0,0,,SRT,0"
"2021-11-05,05:31,Friday,FINCH STATION,PUSTP,63,0,S,YU,5631"
"2021-11-05,05:39,Friday,KENNEDY BD STATION,MUIRS,0,0,,BD,0"
"2021-11-05,05:44,Friday,EGLINTON STATION,PUTWZ,6,0,S,YU,5831"
"2021-11-05,05:59,Friday,KEELE STATION,EUNT,12,15,E,BD,5230"
"2021-11-05,06:01,Friday,WILSON TRACK AND STRUC,MUO,0,0,,YU,0"
"2021-11-05,06:35,Friday,GREENWOOD STATION,TUNOA,3,6,E,BD,0"
"2021-11-05,06:36,Friday,SHEPPARD STATION,TUSC,3,6,S,YU,5526"
"2021-11-05,07:14,Friday,FINCH STATION,MUSC,0,0,S,YU,5721"
"2021-11-05,07:22,Friday,FINCH STATION,PUTSC,7,10,N,YU,5936"
"2021-11-05,07:36,Friday,FINCH STATION,SUO,0,0,,YU,0"
"2021-11-05,08:27,Friday,EGLINTON STATION (APPR,MUATC,0,0,S,YU,5466"
"2021-11-05,08:59,Friday,BLOOR STATION,MUIRS,0,0,S,,0"
"2021-11-05,09:22,Friday,BATHURST STATION,MUSC,0,0,E,BD,5084"
"2021-11-05,09:37,Friday,EGLINTON STATION,MUSC,0,0,N,YU,5816"
"2021-11-05,10:35,Friday,EGLINTON STATION (APPR,MUATC,4,7,S,YU,5931"
"2021-11-05,11:03,Friday,WOODBINE STATION,MUSC,0,0,W,BD,5359"
"2021-11-05,11:55,Friday,JANE STATION,EUDO,5,8,E,BD,5161"
"2021-11-05,11:58,Friday,FINCH STATION,MUSC,0,0,S,YU,5696"
"2021-11-05,12:39,Friday,BLOOR STATION,SUROB,0,0,S,YU,0"
"2021-11-05,13:07,Friday,KENNEDY BD STATION,TUNOA,3,6,W,BD,0"
"2021-11-05,13:39,Friday,NORTH YORK CTR STATION,MUSC,0,0,S,YU,5561"
"2021-11-05,13:40,Friday,EGLINTON STATION (APPR,MUATC,5,8,S,YU,5931"
"2021-11-05,13:53,Friday,COLLEGE STATION,SUDP,6,9,S,YU,6016"
"2021-11-05,13:54,Friday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-11-05,14:05,Friday,LAWRENCE STATION,EUSC,0,0,S,YU,5981"
"2021-11-05,14:10,Friday,WELLESLEY STATION,SUDP,5,8,N,YU,5821"
"2021-11-05,14:29,Friday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-11-05,14:53,Friday,LAWRENCE STATION,SUEAS,14,17,N,YU,6051"
"2021-11-05,15:09,Friday,VICTORIA PARK STATION,SUDP,9,12,W,BD,5092"
"2021-11-05,15:20,Friday,VICTORIA PARK STATION,TUMVS,8,11,W,BD,5083"
"2021-11-05,15:27,Friday,DUNDAS WEST STATION,PUMEL,0,0,,BD,0"
"2021-11-05,15:32,Friday,WELLESLEY STATION,SUUT,11,14,N,YU,6021"
"2021-11-05,15:37,Friday,DUFFERIN STATION,MUO,0,0,,BD,0"
"2021-11-05,15:50,Friday,DUNDAS STATION,MUIS,0,0,N,YU,0"
"2021-11-05,15:51,Friday,ST GEORGE YUS STATION,SUDP,3,6,N,YU,5611"
"2021-11-05,15:52,Friday,EGLINTON WEST STATION,MUIRS,0,0,N,YU,0"
"2021-11-05,16:51,Friday,EGLINTON STATION,MUATC,7,10,S,YU,5931"
"2021-11-05,17:07,Friday,DONLANDS STATION,MUPLB,30,33,W,BD,5170"
"2021-11-05,17:39,Friday,VICTORIA PARK STATION,SUUT,18,21,W,BD,5240"
"2021-11-05,18:19,Friday,ROYAL YORK STATION,SUDP,0,0,W,BD,5170"
"2021-11-05,18:24,Friday,COXWELL STATION,TUNOA,3,6,E,BD,5000"
"2021-11-05,18:28,Friday,SPADINA BD STATION,MUTO,10,13,W,BD,5044"
"2021-11-05,18:36,Friday,QUEEN STATION,SUAP,3,6,N,YU,6021"
"2021-11-05,18:45,Friday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-11-05,19:12,Friday,CHESTER STATION,MUPAA,0,0,E,BD,5053"
"2021-11-05,19:57,Friday,DAVISVILLE STATION,MUPAA,0,0,N,YU,5906"
"2021-11-05,20:13,Friday,DUNDAS STATION,MUIS,0,0,,YU,0"
"2021-11-05,20:16,Friday,DONLANDS STATION,SUUT,3,9,E,BD,5051"
