"Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle"
"2021-07-02,09:58,Friday,DUPONT STATION,MUIR,0,0,S,YU,5716"
"2021-07-02,10:12,Friday,ROSEDALE STATION,SUDP,0,0,N,YU,6056"
"2021-07-02,11:25,Friday,SUMMERHILL STATION,MUPAA,0,0,S,YU,6071"
"2021-07-02,11:29,Friday,DAVISVILLE STATION,MUPAA,0,0,S,YU,6071"
"2021-07-02,11:52,Friday,WELLESLEY STATION,SUDP,3,6,N,YU,5686"
"2021-07-02,12:08,Friday,LAWRENCE STATION,MUPAA,0,0,N,YU,5686"
"2021-07-02,12:23,Friday,YONGE BD STATION,MUIR,0,0,W,BD,5077"
"2021-07-02,12:54,Friday,LAWRENCE STATION,MUPAA,0,0,N,YU,5481"
"2021-07-02,13:37,Friday,DAVISVILLE STATION,MUPAA,0,0,S,YU,6051"
"2021-07-02,14:10,Friday,SHERBOURNE STATION,SUDP,0,0,W,BD,0"
"2021-07-02,15:00,Friday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,5556"
"2021-07-02,15:24,Friday,YORK MILLS STATION,TUOS,3,6,N,YU,5501"
"2021-07-02,16:45,Friday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,5656"
"2021-07-02,16:49,Friday,QUEEN STATION,SUDP,5,8,N,YU,5626"
"2021-07-02,16:55,Friday,NORTH YORK CTR STATION,SUSA,12,15,S,YU,5656"
"2021-07-02,17:11,Friday,MUSEUM STATION,PUSAC,5,8,N,YU,5786"
"2021-07-02,17:21,Friday,KING STATION,PUMEL,0,0,,YU,0"
"2021-07-02,17:27,Friday,FINCH STATION,TUSC,0,0,N,YU,5726"
"2021-07-02,17:30,Friday,KIPLING STATION,EUPI,4,8,E,BD,5133"
"2021-07-02,17:42,Friday,KIPLING STATION,MUIRS,0,0,,BD,0"
"2021-07-02,17:54,Friday,OLD MILL STATION,EUCD,4,8,E,BD,5133"
"2021-07-02,18:02,Friday,HIGH PARK STATION,EUCD,4,8,E,BD,5133"
"2021-07-02,18:03,Friday,FINCH STATION,TUMVS,3,6,N,YU,5501"
"2021-07-02,18:40,Friday,FINCH STATION,PUMEL,0,0,,YU,0"
"2021-07-02,19:53,Friday,SUMMERHILL STATION,TUOS,5,10,N,YU,5546"
"2021-07-02,20:35,Friday,DUNDAS WEST STATION,SUO,0,0,W,BD,5077"
"2021-07-02,20:35,Friday,VAUGHAN MC STATION,MUNOA,5,10,S,YU,5506"
"2021-07-02,21:06,Friday,PAPE STATION,SUDP,7,14,E,BD,5253"
"2021-07-02,21:18,Friday,MUSEUM STATION,MUI,15,22,S,YU,5676"
"2021-07-02,21:50,Friday,KENNEDY BD STATION,MUIS,0,0,,BD,0"
"2021-07-02,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0"
"2021-07-02,22:20,Friday,YORKDALE STATION,SUDP,5,12,N,YU,5691"
"2021-07-02,22:28,Friday,WILSON STATION,MUIR,8,15,N,YU,5691"
"2021-07-02,22:45,Friday,CHESTER STATION,SUPOL,0,0,W,BD,5113"
"2021-07-02,22:54,Friday,BATHURST STATION,MUIS,0,0,,BD,0"
"2021-07-02,23:18,Friday,COLLEGE STATION,EUDO,0,0,N,YU,5501"
"2021-07-02,23:21,Friday,KIPLING STATION,SUPOL,7,14,E,BD,5113"
"2021-07-02,23:44,Friday,COXWELL STATION,MUIS,0,0,,BD,0"
"2021-07-02,00:04,Friday,LAWRENCE STATION,MUIS,0,0,S,YU,5516"
"2021-07-02,01:10,Friday,WELLESLEY STATION,MUIS,0,0,,YU,0"
"2021-07-02,06:00,Friday,TORONTO TRANSIT COMMIS,MUO,0,0,,SHP,0"
"2021-07-02,13:42,Friday,BAYVIEW TO SHEPAPRD/YO,TUO,0,0,E,SHP,6166"
"2021-07-03,19:57,Saturday,SRT LINE,MRWEA,0,0,,SRT,0"
"2021-07-03,03:01,Saturday,VAUGHAN MC STATION,MUO,0,0,N,YU,0"
"2021-07-03,05:53,Saturday,KEELE STATION,TUCC,0,0,W,BD,5179"
"2021-07-03,05:57,Saturday,ST PATRICK STATION,EUDO,10,0,S,YU,5936"
"2021-07-03,06:12,Saturday,DUNDAS STATION,SUDP,0,0,,YU,0"
"2021-07-03,06:27,Saturday,KING STATION,MUIS,0,0,,YU,0"
"2021-07-03,06:52,Saturday,EGLINTON STATION,MUNOA,5,10,N,YU,5521"
"2021-07-03,09:03,Saturday,BLOOR STATION,TUS,5,11,S,YU,5621"
"2021-07-03,10:16,Saturday,FINCH STATION,MUTO,4,8,S,YU,5706"
"2021-07-03,11:15,Saturday,DUFFERIN STATION,MUIR,3,7,E,BD,5081"
"2021-07-03,11:38,Saturday,ST CLAIR WEST STATION,PUMEL,0,0,,YU,0"
"2021-07-03,11:53,Saturday,EGLINTON STATION,PUSTS,7,11,N,YU,5781"
"2021-07-03,11:58,Saturday,KIPLING STATION,MUPAA,0,0,E,BD,5041"
"2021-07-03,12:45,Saturday,VAUGHAN MC STATION,MUNOA,4,8,S,YU,5841"
"2021-07-03,12:57,Saturday,VAUGHAN MC STATION,MUNOA,4,8,S,YU,5781"
"2021-07-03,13:10,Saturday,JANE STATION,SUDP,0,0,,BD,0"
"2021-07-03,13:47,Saturday,KENNEDY BD STATION,MUI,4,8,W,BD,5126"
"2021-07-03,14:04,Saturday,SUMMERHILL STATION,MUNCA,0,0,,YU,0"
"2021-07-03,14:11,Saturday,KENNEDY BD STATION,MUNOA,4,8,E,BD,5288"
"2021-07-03,14:19,Saturday,FINCH STATION,TUNIP,5,9,S,YU,5636"
"2021-07-03,14:34,Saturday,UNION STATION,MUPAA,0,0,N,YU,5491"
"2021-07-03,14:44,Saturday,ST ANDREW STATION,MUPAA,0,0,S,YU,6031"
"2021-07-03,14:50,Saturday,JANE STATION,MUIR,0,0,E,BD,5081"
"2021-07-03,14:52,Saturday,KING STATION,MUPAA,3,7,N,YU,5616"
"2021-07-03,14:58,Saturday,KIPLING STATION,EUDO,4,8,W,BD,5242"
"2021-07-03,15:19,Saturday,WILSON STATION,MUNOA,4,8,N,YU,5586"
"2021-07-03,16:40,Saturday,PAPE STATION,SUAP,6,10,E,BD,5038"
"2021-07-03,17:21,Saturday,COLLEGE STATION,MUPAA,3,7,N,YU,6006"
"2021-07-03,17:32,Saturday,WILSON STATION,MUIRS,0,0,,YU,0"
"2021-07-03,18:24,Saturday,ST CLAIR WEST STATION,MUIS,0,0,,YU,0"
"2021-07-03,18:27,Saturday,VAUGHAN MC STATION,MUNOA,5,10,S,YU,5701"
"2021-07-03,19:52,Saturday,FINCH STATION,MUTO,4,9,S,YU,5786"
"2021-07-03,20:23,Saturday,SPADINA YUS STATION,MUIS,0,0,N,YU,5681"
"2021-07-03,20:52,Saturday,JANE STATION,MUIS,0,0,,BD,0"
"2021-07-03,21:29,Saturday,DUNDAS WEST STATION,MUI,0,0,E,BD,5004"
"2021-07-03,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0"
"2021-07-03,23:00,Saturday,KENNEDY BD STATION,MUIS,0,0,,BD,0"
"2021-07-03,23:19,Saturday,FINCH STATION,SUDP,7,14,N,YU,5851"
"2021-07-03,23:31,Saturday,WOODBINE STATION,MUIS,0,0,,BD,0"
"2021-07-03,23:34,Saturday,LAWRENCE STATION,MUIS,0,0,N,YU,0"
"2021-07-03,13:20,Saturday,DON MILLS STATION,TUSUP,0,0,W,SHP,6161"
"2021-07-04,08:21,Sunday,NORTH YORK CTR STATION,TUO,0,0,S,YU,5516"
"2021-07-04,21:53,Sunday,SCARBOROUGH CTR STATIO,MRUIR,0,0,,SRT,0"
"2021-07-04,08:38,Sunday,OSSINGTON STATION,PUMEL,0,0,,BD,0"
"2021-07-04,09:52,Sunday,KENNEDY BD STATION,MUIRS,0,0,,BD,0"
"2021-07-04,14:22,Sunday,QUEEN STATION,SUUT,7,12,N,YU,5886"
"2021-07-04,14:32,Sunday,ST GEORGE YUS STATION,SUDP,0,0,N,YU,0"
"2021-07-04,14:38,Sunday,QUEEN STATION,SUDP,8,13,N,YU,5726"
"2021-07-04,16:32,Sunday,EGLINTON STATION,MUIS,0,0,,YU,0"
"2021-07-04,16:47,Sunday,RUNNYMEDE STATION,SUO,0,0,W,BD,5144"
"2021-07-04,17:18,Sunday,BAY STATION,SUO,4,9,E,BD,5004"
"2021-07-04,18:10,Sunday,GREENWOOD STATION,MUNCA,0,0,,BD,0"
"2021-07-04,18:20,Sunday,ROSEDALE STATION,EUNT,8,13,N,YU,6056"
"2021-07-04,18:56,Sunday,LAWRENCE STATION,MUPLC,4,9,N,YU,6021"
"2021-07-04,20:05,Sunday,QUEEN STATION,MUPAA,4,9,N,YU,5521"
"2021-07-04,20:14,Sunday,VAUGHAN MC STATION,TUNIP,5,12,S,YU,5826"
"2021-07-04,21:07,Sunday,WELLESLEY STATION,SUDP,17,24,N,YU,5386"
"2021-07-04,21:15,Sunday,KENNEDY BD STATION,SUAE,4,11,E,BD,5043"
"2021-07-04,21:20,Sunday,DAVISVILLE STATION,PUMEL,0,0,,YU,0"
"2021-07-04,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0"
"2021-07-04,22:04,Sunday,SHEPPARD STATION,SUO,0,0,,YU,0"
"2021-07-04,23:47,Sunday,COXWELL STATION,SUDP,3,10,E,BD,5157"
"2021-07-04,00:42,Sunday,ST ANDREW STATION,EUVE,5,12,N,YU,0"
"2021-07-04,00:51,Sunday,ISLINGTON STATION,MUNCA,0,0,,BD,0"
"2021-07-04,01:27,Sunday,FINCH STATION,MUIS,0,0,,YU,0"
"2021-07-04,01:37,Sunday,KENNEDY BD STATION,MUIS,0,0,,BD,0"
"2021-07-05,11:38,Monday,SRT LINE,MRWEA,0,0,,SRT,0"
"2021-07-05,02:40,Monday,VAUGHAN MC STATION,MUIRS,0,0,S,YU,0"
"2021-07-05,05:45,Monday,KIPLING STATION,EULV,5,10,W,BD,5216"
"2021-07-05,18:33,Monday,MCCOWAN STATION,PREL,0,0,,SRT,0"
"2021-07-05,19:13,Monday,KENNEDY SRT STATION,PREL,0,0,,SRT,0"
"2021-07-05,06:02,Monday,SHEPPARD STATION,MUSC,0,0,N,YU,5841"
"2021-07-05,06:43,Monday,FINCH STATION,EUBK,5,8,S,YU,5901"
"2021-07-05,06:53,Monday,KING STATION,MUIR,8,11,S,YU,5491"
"2021-07-05,07:36,Monday,KIPLING STATION,EUO,0,0,E,BD,5216"
"2021-07-05,07:54,Monday,KING STATION,MUIS,0,0,S,YU,5661"
"2021-07-05,08:45,Monday,FINCH STATION,MUSC,0,0,S,YU,5716"
"2021-07-05,10:20,Monday,DUNDAS STATION,SUAP,12,15,S,YU,5616"
"2021-07-05,10:20,Monday,VAUGHAN MC STATION,MUCL,10,13,S,YU,6006"
"2021-07-05,10:24,Monday,PAPE STATION,SUUT,3,7,E,BD,5175"
"2021-07-05,10:32,Monday,KING STATION,MUATC,3,6,N,YU,5381"
"2021-07-05,10:41,Monday,ST GEORGE YUS STATION,MUATC,6,9,S,YU,5711"
"2021-07-05,10:47,Monday,DUNDAS WEST STATION,MUIRS,0,0,,BD,0"
"2021-07-05,10:53,Monday,HIGHWAY 407 STATION,MUTO,3,6,S,YU,5851"
"2021-07-05,11:53,Monday,YONGE BD STATION,MUIS,0,0,E,BD,0"
"2021-07-05,12:01,Monday,VICTORIA PARK STATION,PUSTS,3,7,W,BD,5069"
"2021-07-05,14:17,Monday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,5616"
"2021-07-05,14:19,Monday,COLLEGE STATION,SUPOL,0,0,N,YU,5646"
"2021-07-05,14:26,Monday,PAPE STATION,MUIRS,0,0,E,BD,0"
"2021-07-05,14:41,Monday,SPADINA BD STATION,SUAP,20,24,E,BD,5183"
"2021-07-05,15:20,Monday,ROSEDALE STATION,PUSTC,11,14,S,YU,5476"
"2021-07-05,15:33,Monday,SPADINA BD STATION,MUIS,0,0,,YU,0"
"2021-07-05,15:50,Monday,MAIN STREET STATION,PUMEL,0,0,,BD,0"
"2021-07-05,16:02,Monday,ST GEORGE BD STATION,SUO,3,4,E,BD,5324"
"2021-07-05,17:10,Monday,DUNDAS STATION,MUNCA,0,0,S,YU,0"
"2021-07-05,17:13,Monday,OSSINGTON STATION,SUO,0,0,,BD,0"
"2021-07-05,17:27,Monday,QUEEN STATION,PUMST,0,0,,YU,0"
"2021-07-05,18:01,Monday,SHEPPARD WEST STATION,SUSA,0,0,,YU,0"
"2021-07-05,18:07,Monday,KENNEDY BD STATION,MUPAA,0,0,,BD,5209"
"2021-07-05,18:50,Monday,KENNEDY BD STATION,PUTSC,12,19,E,BD,5215"
"2021-07-05,18:53,Monday,ROSEDALE STATION,SUUT,3,6,S,YU,5606"
"2021-07-05,19:19,Monday,YORKDALE STATION,SUO,0,0,,YU,0"
"2021-07-05,19:25,Monday,EGLINTON STATION,MUSC,0,0,S,YU,5716"
"2021-07-05,19:35,Monday,WARDEN STATION,MUIRS,0,0,,BD,0"
"2021-07-05,20:13,Monday,ROSEDALE STATION,EUNT,8,13,S,YU,6046"
"2021-07-05,20:16,Monday,COXWELL STATION,MUIS,0,0,,BD,0"
"2021-07-05,21:05,Monday,EGLINTON STATION,MUIS,0,0,,YU,0"
"2021-07-05,21:45,Monday,SHEPPARD STATION,PUSTC,7,14,S,YU,5881"
"2021-07-05,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0"
"2021-07-05,22:01,Monday,ISLINGTON STATION,EUBK,0,0,E,BD,5240"
"2021-07-05,22:08,Monday,SHEPPARD STATION,PUSTC,0,0,S,YU,5716"
"2021-07-05,22:26,Monday,BLOOR STATION,SUUT,0,0,S,YU,5716"
"2021-07-05,22:28,Monday,BATHURST STATION,EUME,9,16,W,BD,5144"
"2021-07-05,22:32,Monday,KIPLING STATION,MUIR,6,13,E,BD,5136"
"2021-07-05,22:58,Monday,SPADINA BD STATION,SUAP,8,15,E,BD,5183"
"2021-07-05,23:00,Monday,KING STATION TO ST CLA,MUO,0,0,B,YU,0"
"2021-07-05,23:05,Monday,EGLINTON WEST STATION,MUIS,0,0,N,YU,0"
"2021-07-05,23:21,Monday,PAPE STATION,SUAP,0,0,E,BD,0"
"2021-07-05,23:30,Monday,KENNEDY BD STATION,MUIS,0,0,,BD,0"
"2021-07-05,23:38,Monday,ISLINGTON STATION,MUIR,3,10,W,BD,5101"
"2021-07-05,23:50,Monday,SHEPPARD STATION,PUSTC,0,0,S,YU,5516"
"2021-07-05,00:08,Monday,SHEPPARD STATION,PUSTC,3,10,S,YU,6071"
"2021-07-05,00:33,Monday,ST CLAIR WEST STATION,SUUT,0,0,S,YU,5931"
"2021-07-05,20:04,Monday,DON MILLS STATION,PUMO,0,0,,SHP,0"
"2021-07-06,09:29,Tuesday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,,SRT,0"
"2021-07-06,06:35,Tuesday,VICTORIA PARK STATION,MUIS,0,0,W,BD,5120"
"2021-07-06,06:38,Tuesday,LAWRENCE STATION,TUOS,3,6,N,YU,5751"
"2021-07-06,06:50,Tuesday,FINCH STATION,MUSC,0,0,S,YU,5891"
"2021-07-06,07:06,Tuesday,YONGE BD STATION,MUPAA,0,0,W,BD,5144"
"2021-07-06,07:11,Tuesday,ROYAL YORK STATION,TUSC,4,8,E,BD,5290"
"2021-07-06,07:36,Tuesday,BLOOR STATION,MUPLB,31,34,N,YU,5576"
"2021-07-06,07:52,Tuesday,QUEEN STATION,SUAE,0,0,,YU,0"
"2021-07-06,07:59,Tuesday,UNION STATION,MUPAA,0,0,S,YU,5516"
"2021-07-06,08:00,Tuesday,RUNNYMEDE STATION,MUPAA,3,7,W,BD,5084"
"2021-07-06,08:23,Tuesday,KENNEDY BD STATION,MUPAA,0,0,W,BD,5144"
"2021-07-06,08:57,Tuesday,BLOOR STATION,TUO,3,6,N,YU,5896"
"2021-07-06,09:41,Tuesday,WELLESLEY STATION,MUNCA,0,0,,YU,0"
"2021-07-06,10:07,Tuesday,OLD MILL STATION,MUSC,0,0,E,BD,5343"
"2021-07-06,10:46,Tuesday,VAUGHAN MC STATION,PUMEL,0,0,,YU,0"
"2021-07-06,10:57,Tuesday,SHEPPARD STATION,PUTR,5,8,S,YU,5386"
"2021-07-06,11:38,Tuesday,SHEPPARD STATION,PUTR,6,9,S,YU,5846"
"2021-07-06,11:41,Tuesday,DAVISVILLE STATION,PUSTS,3,6,N,YU,5451"
"2021-07-06,13:58,Tuesday,EGLINTON STATION,MUI,10,13,S,YU,5386"
"2021-07-06,14:12,Tuesday,DUNDAS WEST STATION,PUMEL,0,0,,BD,0"
"2021-07-06,14:32,Tuesday,ST CLAIR STATION,TUO,0,0,S,YU,5481"
"2021-07-06,14:48,Tuesday,SHEPPARD STATION,PUTR,3,6,S,YU,5946"
"2021-07-06,14:51,Tuesday,SPADINA YUS STATION,SUDP,0,0,N,YU,5526"
"2021-07-06,15:21,Tuesday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,5541"
"2021-07-06,15:50,Tuesday,KENNEDY BD STATION,PUTSC,4,8,W,BD,5069"
"2021-07-06,16:38,Tuesday,KENNEDY BD STATION,PUTSC,4,8,W,BD,5117"
"2021-07-06,16:58,Tuesday,WILSON STATION,MUATC,0,0,N,YU,5766"
"2021-07-06,17:59,Tuesday,LAWRENCE STATION,MUIRS,4,7,S,YU,5561"
"2021-07-06,18:31,Tuesday,BLOOR STATION,MUIS,0,0,N,YU,0"
"2021-07-06,18:49,Tuesday,BLOOR STATION,MUATC,0,0,S,YU,6071"
"2021-07-06,19:04,Tuesday,KIPLING STATION,PUMST,0,0,,BD,0"
"2021-07-06,21:03,Tuesday,VICTORIA PARK STATION,SUUT,6,13,W,BD,5067"
"2021-07-06,21:34,Tuesday,DUNDAS WEST STATION,SUAP,0,0,,BD,0"
"2021-07-06,22:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU / BD,0"
"2021-07-06,22:17,Tuesday,SPADINA BD STATION,MUIS,0,0,,BD,0"
"2021-07-06,22:36,Tuesday,SHEPPARD WEST STATION,MUPAA,0,0,N,YU,5746"
"2021-07-06,23:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,B,YU,0"
"2021-07-06,23:10,Tuesday,OSGOODE STATION,SUDP,6,13,S,YU,5596"
"2021-07-06,23:14,Tuesday,QUEEN'S PARK STATION,SUDP,7,14,N,YU,5836"
"2021-07-06,23:45,Tuesday,COXWELL STATION,MUIS,0,0,E,BD,5160"
"2021-07-06,00:36,Tuesday,YONGE BD STATION,SUDP,0,0,W,BD,0"
"2021-07-06,01:57,Tuesday,KENNEDY BD STATION,PUSTC,17,24,E,BD,5066"
"2021-07-06,18:57,Tuesday,BAYVIEW STATION,PUOPO,3,8,E,SHP,6171"
"2021-07-06,23:04,Tuesday,LESLIE STATION,PUOPO,3,7,W,SHP,6146"
"2021-07-07,08:33,Wednesday,SCARBOROUGH CTR STATIO,ERDO,15,20,S,SRT,3022"
"2021-07-07,02:52,Wednesday,YORK MILLS STATION,PUTOE,0,0,N,YU,0"
"2021-07-07,03:39,Wednesday,COLLEGE TO KING,PUTO,0,0,,YU,0"
"2021-07-07,16:08,Wednesday,SCARBOROUGH CTR STATIO,MRUI,0,0,,SRT,0"
"2021-07-07,05:51,Wednesday,GREENWOOD STATION,EUDO,7,12,E,BD,5192"
"2021-07-07,22:30,Wednesday,SCARBOROUGH CTR STATIO,SRO,0,0,,SRT,0"
"2021-07-07,06:04,Wednesday,UNION STATION,TUO,4,7,N,YU,5426"
"2021-07-07,06:20,Wednesday,DAVISVILLE STATION,PUSTS,3,6,N,YU,5426"
"2021-07-07,06:23,Wednesday,FINCH STATION,MUSC,0,0,S,YU,5551"
"2021-07-07,07:28,Wednesday,RUNNYMEDE STATION,SUAP,0,0,,BD,0"
"2021-07-07,09:33,Wednesday,HIGHWAY 407 STATION,SUDP,0,0,N,BD,5646"
"2021-07-07,10:33,Wednesday,FINCH STATION,MUPAA,0,0,S,YU,5866"
"2021-07-07,11:31,Wednesday,VAUGHAN MC STATION,TUNIP,4,7,S,YU,5791"
"2021-07-07,12:29,Wednesday,KENNEDY BD STATION,PUSTC,10,14,W,BD,5059"
"2021-07-07,12:39,Wednesday,ROYAL YORK STATION,TUSC,9,13,E,BD,5297"
"2021-07-07,13:05,Wednesday,QUEEN STATION,MUIS,0,0,,YU,0"
"2021-07-07,13:38,Wednesday,EGLINTON STATION,EUBK,3,7,S,YU,5911"
"2021-07-07,14:56,Wednesday,EGLINTON STATION,TUMVS,0,0,N,YU,5701"
"2021-07-07,14:56,Wednesday,KEELE STATION,MUSC,3,7,W,BD,5059"
"2021-07-07,15:07,Wednesday,EGLINTON STATION,MUIRS,3,6,S,YU,5746"
"2021-07-07,15:28,Wednesday,BLOOR STATION,MUIR,3,6,S,YU,5766"
"2021-07-07,15:48,Wednesday,BLOOR STATION,MUIS,0,0,N,YU,5901"
"2021-07-07,15:48,Wednesday,BLOOR STATION,MUIR,12,15,S,YU,5951"
"2021-07-07,16:58,Wednesday,YONGE BD STATION,MUO,4,8,W,BD,5363"
"2021-07-07,17:48,Wednesday,SPADINA BD STATION,SUDP,3,7,E,BD,5297"
"2021-07-07,19:37,Wednesday,PIONEER VILLAGE STATIO,SUO,0,0,N,YU,5861"
"2021-07-07,19:41,Wednesday,PAPE STATION,MUO,0,0,E,BD,5324"
"2021-07-07,19:50,Wednesday,SPADINA YUS STATION,SUDP,3,6,N,YU,5676"
"2021-07-07,19:53,Wednesday,SPADINA BD STATION,SUDP,0,0,E,BD,5223"
"2021-07-07,20:02,Wednesday,CASTLE FRANK STATION,SUDP,0,0,,BD,0"
"2021-07-07,20:04,Wednesday,CASTLE FRANK STATION,SUDP,0,0,W,BD,5142"
"2021-07-07,20:45,Wednesday,BLOOR STATION,MUIRS,0,0,,YU,0"
"2021-07-07,20:51,Wednesday,ST PATRICK STATION,SUDP,4,11,N,YU,5936"
"2021-07-07,21:54,Wednesday,YONGE BD STATION,PUSTS,0,0,W,BD,5142"
"2021-07-07,22:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,B,YU/BD,0"
"2021-07-07,22:01,Wednesday,KENNEDY BD STATION,MUIS,0,0,,BD,0"
"2021-07-07,22:24,Wednesday,YONGE BD STATION,PUSTS,3,10,W,BD,5211"
"2021-07-07,22:34,Wednesday,ST ANDREW STATION,SUDP,0,0,N,YU,5926"
"2021-07-07,22:42,Wednesday,ST ANDREW STATION,SUDP,5,12,N,YU,6066"
"2021-07-07,22:50,Wednesday,ST ANDREW STATION,SUDP,3,10,S,YU,5941"
"2021-07-07,23:00,Wednesday,DUPONT STATION,MUPAA,0,0,N,YU,5651"
"2021-07-07,23:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,B,YU,0"
"2021-07-07,23:16,Wednesday,DUNDAS STATION,MUIS,0,0,N,YU,0"
"2021-07-07,00:00,Wednesday,KENNEDY BD STATION,MUO,0,0,E,BD,0"
"2021-07-07,00:30,Wednesday,YORK MILLS STATION,TUOS,4,11,S,YU,5506"
"2021-07-07,01:06,Wednesday,FINCH STATION,MUIS,0,0,S,YU,0"
"2021-07-08,02:07,Thursday,DAVISVILLE YARD,PUTOE,0,0,N,YU,0"
"2021-07-08,12:53,Thursday,MCCOWAN STATION,ERDO,0,0,S,SRT,3022"
"2021-07-08,02:27,Thursday,KIPLING STATION,MUIS,0,0,,BD,0"
"2021-07-08,05:32,Thursday,JANE STATION,MUIS,0,0,E,BD,0"
"2021-07-08,06:01,Thursday,GREENWOOD STATION,MUTO,4,9,E,BD,5113"
"2021-07-08,08:28,Thursday,ROSEDALE STATION,MUATC,4,7,S,YU,5526"
"2021-07-08,08:40,Thursday,SHEPPARD STATION,MUO,0,0,,YU,0"
"2021-07-08,10:03,Thursday,DUNDAS STATION,MUIS,0,0,,YU,0"
"2021-07-08,11:20,Thursday,EGLINTON STATION,MUNCA,0,0,,YU,0"
