"Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle"
"2021-10-02,09:43,Saturday,WELLESLEY STATION,SUDP,4,10,N,YU,6011"
"2021-10-02,09:51,Saturday,ROYAL YORK STATION,SUAP,0,0,,BD,0"
"2021-10-02,10:02,Saturday,GREENWOOD STATION,MUCL,4,8,E,BD,0"
"2021-10-02,10:42,Saturday,SHEPPARD WEST STATION,MUSAN,6,12,N,YU,5791"
"2021-10-02,12:04,Saturday,VAUGHAN MC STATION,TUNIP,7,13,S,YU,6126"
"2021-10-02,12:13,Saturday,CASTLE FRANK STATION,MUIRS,0,0,,BD,0"
"2021-10-02,13:10,Saturday,KIPLING STATION,SUDP,4,8,E,BD,5128"
"2021-10-02,13:42,Saturday,YONGE BD STATION,SUAE,3,7,E,BD,5128"
"2021-10-02,13:54,Saturday,WARDEN STATION,MUO,0,0,,BD,0"
"2021-10-02,13:56,Saturday,PAPE STATION,MUDD,3,7,W,BD,5306"
"2021-10-02,14:20,Saturday,ST GEORGE TO SHEPPARD,MUATC,0,0,,YU,0"
"2021-10-02,15:04,Saturday,PAPE STATION,TUNOA,3,7,E,BD,0"
"2021-10-02,16:22,Saturday,LANSDOWNE STATION,MUIR,0,0,E,BD,5033"
"2021-10-02,17:25,Saturday,SHEPPARD TO BLOOR,MUATC,0,0,,YU,0"
"2021-10-02,18:08,Saturday,WELLESLEY STATION,MUPAA,0,0,N,YU,5981"
"2021-10-02,19:36,Saturday,ST CLAIR WEST STATION,PUMEL,0,0,N,YU,0"
"2021-10-02,19:46,Saturday,DUPONT STATION,MUIS,0,0,N,YU,5551"
"2021-10-02,20:47,Saturday,ISLINGTON STATION,PUMEL,0,0,W,BD,0"
"2021-10-02,21:35,Saturday,COXWELL STATION,MUI,0,0,W,BD,5340"
"2021-10-02,21:51,Saturday,EGLINTON STATION (APPR,TUATC,4,9,S,YU,5686"
"2021-10-02,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0"
"2021-10-02,22:19,Saturday,BATHURST STATION,SUO,7,14,W,BD,5036"
"2021-10-02,22:55,Saturday,LAWRENCE STATION,TUATC,3,8,N,YU,5541"
"2021-10-02,22:55,Saturday,KIPLING STATION,MUSAN,4,11,E,BD,5001"
"2021-10-02,23:00,Saturday,ROYAL YORK STATION,SUDP,0,0,W,BD,5135"
"2021-10-02,23:19,Saturday,ROYAL YORK STATION,SUEAS,16,23,W,BD,5098"
"2021-10-02,00:10,Saturday,SHEPPARD WEST STATION,MUTO,0,0,N,YU,5851"
"2021-10-03,08:05,Sunday,EGLINTON STATION,TUATC,4,0,N,YU,5471"
"2021-10-03,13:46,Sunday,SCARBOROUGH CTR STATIO,MRPAA,0,0,N,SRT,3018"
"2021-10-03,08:14,Sunday,EGLINTON STATION,TUATC,3,9,N,YU,6121"
"2021-10-03,08:16,Sunday,WARDEN STATION,MUPAA,0,0,W,BD,5101"
"2021-10-03,08:17,Sunday,EGLINTON STATION,TUATC,3,9,S,YU,5761"
"2021-10-03,09:17,Sunday,ST GEORGE YUS STATION,PUOPO,0,0,N,YU,5641"
"2021-10-03,09:33,Sunday,SPADINA YUS STATION,PUOPO,7,12,N,YU,5641"
"2021-10-03,09:42,Sunday,DUPONT STATION,PUOPO,6,11,N,YU,5641"
"2021-10-03,10:09,Sunday,EGLINTON STATION,TUATC,3,8,S,YU,5926"
"2021-10-03,10:18,Sunday,OSSINGTON STATION,MUSC,0,0,E,BD,5001"
"2021-10-03,10:52,Sunday,EGLINTON WEST STATION,PUOPO,0,0,N,YU,5926"
"2021-10-03,11:15,Sunday,PIONEER VILLAGE STATIO,PUOPO,3,8,N,YU,5926"
"2021-10-03,11:50,Sunday,LANSDOWNE STATION,SUDP,6,11,W,BD,5226"
"2021-10-03,12:01,Sunday,EGLINTON STATION,TUATC,3,8,S,YU,5906"
"2021-10-03,12:18,Sunday,LAWRENCE STATION,MUSC,0,0,S,YU,5851"
"2021-10-03,12:38,Sunday,BLOOR STATION,SUDP,0,0,S,YU,5956"
"2021-10-03,13:00,Sunday,UNION STATION,MUIS,0,0,,YU,0"
"2021-10-03,13:27,Sunday,SHERBOURNE STATION,MUPAA,3,8,E,BD,5056"
"2021-10-03,13:28,Sunday,ST GEORGE YUS STATION,PUOPO,3,8,N,YU,5926"
"2021-10-03,14:14,Sunday,ST CLAIR WEST STATION,MUPAA,7,12,N,YU,5761"
"2021-10-03,14:21,Sunday,KIPLING STATION,MUIS,0,0,,BD,0"
"2021-10-03,15:09,Sunday,FINCH WEST STATION,PUOPO,8,13,S,YU,6011"
"2021-10-03,15:23,Sunday,SHEPPARD WEST STATION,PUOPO,5,10,S,YU,6011"
"2021-10-03,15:24,Sunday,FINCH STATION,TUNOA,5,10,S,YU,0"
"2021-10-03,15:57,Sunday,WARDEN STATION,MUIRS,0,0,,BD,0"
"2021-10-03,16:43,Sunday,YORK UNIVERSITY STATIO,PUOPO,0,0,N,YU,5611"
"2021-10-03,17:00,Sunday,OSGOODE STATION,MUPAA,0,0,N,YU,6096"
"2021-10-03,17:12,Sunday,QUEEN STATION,MUNCA,0,0,,YU,0"
"2021-10-03,18:19,Sunday,OSSINGTON STATION,SUUT,18,23,E,BD,5122"
"2021-10-03,18:39,Sunday,ST GEORGE BD STATION,PUMST,0,0,E,BD,0"
"2021-10-03,19:37,Sunday,MAIN STREET STATION,PUMEL,0,0,,BD,0"
"2021-10-03,19:53,Sunday,UNION STATION,MUPAA,0,0,N,YU,5471"
"2021-10-03,20:04,Sunday,FINCH STATION,TUNOA,7,14,S,YU,0"
"2021-10-03,20:47,Sunday,YORKDALE STATION,MUIS,0,0,,YU,0"
"2021-10-03,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU / BD,0"
"2021-10-03,22:21,Sunday,FINCH STATION,PUTD,0,0,N,YU,6076"
"2021-10-03,22:47,Sunday,EGLINTON STATION,TUATC,5,12,S,YU,5636"
"2021-10-03,23:31,Sunday,ISLINGTON STATION,SUAP,0,0,,BD,0"
"2021-10-03,23:35,Sunday,BROADVIEW STATION,MUIS,0,0,E,BD,0"
"2021-10-03,01:30,Sunday,DAVISVILLE STATION,SUDP,3,10,N,YU,6071"
"2021-10-03,01:44,Sunday,WELLESLEY STATION,MUIS,0,0,,YU,0"
"2021-10-03,01:54,Sunday,BLOOR STATION,SUUT,11,18,S,YU,0"
"2021-10-03,12:19,Sunday,BAYVIEW STATION,EUSC,0,0,E,SHP,6176"
"2021-10-03,00:21,Sunday,LESLIE STATION,TUSC,0,0,W,SHP,6141"
"2021-10-04,02:11,Monday,KENNEDY BD STATION,MUIS,0,0,,BD,0"
"2021-10-04,18:52,Monday,KENNEDY SRT STATION,SRO,16,21,S,SRT,3026"
"2021-10-04,19:54,Monday,MCCOWAN STATION,TRO,4,9,S,SRT,3016"
"2021-10-04,05:35,Monday,ST PATRICK STATION,MUNCA,0,0,,YU,0"
"2021-10-04,06:03,Monday,NORTH YORK CTR STATION,MUDD,12,15,N,YU,6031"
"2021-10-04,06:07,Monday,DAVISVILLE STATION,SUDP,0,0,S,YU,5461"
"2021-10-04,06:20,Monday,UNION STATION,MUPLB,170,173,N,YU,5681"
"2021-10-04,06:31,Monday,PIONEER VILLAGE STATIO,PUMEL,0,0,S,35 JANE,1054"
"2021-10-04,06:48,Monday,COXWELL STATION,EUBO,3,6,E,BD,5231"
"2021-10-04,06:53,Monday,KIPLING STATION,EUDO,4,7,E,BD,5044"
"2021-10-04,07:01,Monday,EGLINTON STATION,TUATC,3,6,S,YU,5886"
"2021-10-04,07:33,Monday,DONLANDS STATION,EUDO,3,6,E,BD,5044"
"2021-10-04,07:54,Monday,VICTORIA PARK STATION,PUSO,5,8,W,BD,5304"
"2021-10-04,08:00,Monday,QUEEN'S PARK STATION,MUI,7,10,S,YU,5521"
"2021-10-04,08:22,Monday,BATHURST STATION,MUPAA,0,0,W,BD,5001"
"2021-10-04,08:27,Monday,YONGE BD STATION,MUIRS,0,0,,BD,0"
"2021-10-04,08:36,Monday,OSSINGTON STATION,SUDP,0,0,W,BD,5262"
"2021-10-04,09:03,Monday,KIPLING STATION,TUMVS,4,7,W,BD,5119"
"2021-10-04,09:26,Monday,VAUGHAN MC STATION,MUATC,3,6,S,YU,5401"
"2021-10-04,09:38,Monday,UNION STATION,MUIS,0,0,,YU,0"
"2021-10-04,09:54,Monday,ROYAL YORK STATION,MUNCA,0,0,,BD,0"
"2021-10-04,10:05,Monday,KENNEDY BD STATION,MUIS,0,0,,BD,0"
"2021-10-04,11:25,Monday,YORK MILLS STATION,TUSC,0,0,N,YU,5781"
"2021-10-04,11:31,Monday,EGLINTON STATION,MUATC,11,14,S,YU,6086"
"2021-10-04,12:27,Monday,BAY STATION,SUAP,10,13,W,BD,5221"
"2021-10-04,13:06,Monday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0"
"2021-10-04,13:23,Monday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-10-04,13:38,Monday,BLOOR STATION,SUEAS,10,13,S,YU,5936"
"2021-10-04,13:39,Monday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-10-04,13:48,Monday,KEELE STATION,MUI,6,9,W,BD,5161"
"2021-10-04,14:12,Monday,VAUGHAN MC STATION,TUNOA,3,3,S,YU,5916"
"2021-10-04,14:30,Monday,UNION STATION,SUAP,0,0,,YU,0"
"2021-10-04,14:52,Monday,EGLINTON STATION,MUO,3,6,N,YU,5466"
"2021-10-04,15:11,Monday,VAUGHAN MC STATION,MUSAN,3,6,S,YU,5636"
"2021-10-04,15:16,Monday,SPADINA BD STATION,SUAE,0,0,W,BD,5013"
"2021-10-04,15:54,Monday,PAPE STATION,SUDP,0,0,W,BD,5247"
"2021-10-04,16:15,Monday,LANSDOWNE STATION,MUPLB,27,30,W,BD,5056"
"2021-10-04,16:32,Monday,DAVISVILLE STATION,MUPAA,0,0,N,YU,5521"
"2021-10-04,16:35,Monday,SPADINA BD STATION,PUMEL,0,0,,BD,0"
"2021-10-04,16:55,Monday,ISLINGTON STATION,MUPAA,0,0,W,BD,5030"
"2021-10-04,17:06,Monday,NORTH YORK CTR STATION,SUDP,4,7,S,YU,5521"
"2021-10-04,17:09,Monday,DAVISVILLE STATION,SUDP,5,8,N,YU,6131"
"2021-10-04,17:15,Monday,QUEEN STATION,MUPAA,0,0,S,YU,5636"
"2021-10-04,17:17,Monday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-10-04,18:17,Monday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-10-04,18:50,Monday,KENNEDY BD STATION,SUO,15,21,E,BD,5018"
"2021-10-04,18:52,Monday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-10-04,19:34,Monday,VAUGHAN MC STATION,TUNIP,6,9,S,YU,6126"
"2021-10-04,21:19,Monday,VAUGHAN MC STATION,TUNOA,5,10,S,YU,5000"
"2021-10-04,21:32,Monday,YORKDALE STATION,MUATC,4,9,S,YU,6131"
"2021-10-04,22:00,Monday,ST GEORGE YUS STATION,SUDP,4,9,S,YU,5826"
"2021-10-04,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0"
"2021-10-04,23:06,Monday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-10-04,00:36,Monday,QUEEN STATION,MUIS,0,0,S,YU,0"
"2021-10-04,00:55,Monday,ST CLAIR WEST STATION,MUIRS,0,0,,YU,0"
"2021-10-04,01:34,Monday,DUNDAS STATION,SUDP,0,0,,YU,0"
"2021-10-04,17:59,Monday,LESLIE STATION,EUDO,5,10,E,SHP,6166"
"2021-10-05,05:16,Tuesday,DUNDAS WEST STATION,MUIS,0,0,,BD,0"
"2021-10-05,07:08,Tuesday,KENNEDY SRT STATION,MRUI,19,24,N,SRT,3007"
"2021-10-05,05:42,Tuesday,CASTLE FRANK STATION,PUTSC,0,0,W,BD,5349"
"2021-10-05,23:15,Tuesday,MCCOWAN STATION,TRNOA,6,12,N,SRT,3009"
"2021-10-05,05:55,Tuesday,CHRISTIE STATION,PUTWZ,3,0,E,BD,5351"
"2021-10-05,06:00,Tuesday,FINCH STATION,MUATC,3,6,N,YU,5831"
"2021-10-05,06:14,Tuesday,EGLINTON STATION,MUATC,5,8,S,YU,5666"
"2021-10-05,08:07,Tuesday,QUEEN'S PARK STATION,MUNCA,0,0,,YU,0"
"2021-10-05,08:22,Tuesday,FINCH STATION,MUSC,0,0,S,YU,6466"
"2021-10-05,08:27,Tuesday,DUNDAS STATION,MUIS,0,0,S,YU,0"
"2021-10-05,08:28,Tuesday,KENNEDY BD STATION,MUTO,3,6,W,BD,5007"
"2021-10-05,08:31,Tuesday,GREENWOOD STATION,EUNT,3,6,W,BD,5066"
"2021-10-05,09:46,Tuesday,FINCH STATION,MUIRS,0,0,,YU,0"
"2021-10-05,10:00,Tuesday,PIONEER VILLAGE STATIO,MUIS,0,0,,YU,0"
"2021-10-05,10:11,Tuesday,KENNEDY BD STATION,EUNT,3,6,E,BD,5300"
"2021-10-05,11:14,Tuesday,CHESTER STATION,MUPAA,0,0,W,BD,5181"
"2021-10-05,11:41,Tuesday,FINCH STATION,SUDP,0,0,,YU,0"
"2021-10-05,11:45,Tuesday,EGLINTON STATION,TUATC,3,6,S,YU,5556"
"2021-10-05,13:19,Tuesday,SHEPPARD WEST STATION,MUTO,8,11,N,YU,5566"
"2021-10-05,13:35,Tuesday,JANE STATION,SUUT,0,0,E,BD,0"
"2021-10-05,13:44,Tuesday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-10-05,13:52,Tuesday,DAVISVILLE STATION,SUDP,4,7,N,YU,5961"
"2021-10-05,14:10,Tuesday,VICTORIA PARK STATION,MUIRS,0,0,,BD,0"
"2021-10-05,14:11,Tuesday,UNION STATION,MUTO,3,6,N,YU,5846"
"2021-10-05,14:16,Tuesday,YORKDALE STATION,TUCC,0,0,S,YU,6121"
"2021-10-05,14:39,Tuesday,YORK MILLS STATION,SUAP,5,8,N,YU,6071"
"2021-10-05,15:00,Tuesday,KING STATION,SUDP,0,0,S,YU,5986"
"2021-10-05,15:19,Tuesday,YORK UNIVERSITY STATIO,MUPAA,0,0,S,YU,5921"
"2021-10-05,15:21,Tuesday,WARDEN STATION,MUIRS,4,7,E,BD,5268"
"2021-10-05,15:28,Tuesday,EGLINTON STATION,MUSC,3,6,N,YU,6606"
"2021-10-05,15:30,Tuesday,SHEPPARD STATION,EUSC,5,8,S,YU,6081"
"2021-10-05,16:21,Tuesday,WILSON STATION,SUDP,7,10,N,YU,5411"
"2021-10-05,16:40,Tuesday,KING STATION,PUMEL,0,0,,YU,0"
"2021-10-05,16:46,Tuesday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-10-05,16:56,Tuesday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0"
"2021-10-05,17:00,Tuesday,EGLINTON STATION,MUATC,10,13,S,YU,5926"
"2021-10-05,17:16,Tuesday,ST CLAIR WEST STATION,SUAP,10,13,N,YU,6096"
"2021-10-05,17:25,Tuesday,DUNDAS STATION,MUIS,0,0,,YU,0"
"2021-10-05,17:59,Tuesday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-10-05,18:00,Tuesday,KENNEDY BD STATION,MUDD,6,9,,BD,5262"
"2021-10-05,18:07,Tuesday,KIPLING STATION,SUAP,0,0,,BD,0"
"2021-10-05,18:07,Tuesday,SHEPPARD STATION,MUSC,3,6,S,YU,5566"
"2021-10-05,18:09,Tuesday,VICTORIA PARK STATION,EUCD,3,7,W,BD,5262"
"2021-10-05,18:23,Tuesday,KENNEDY BD STATION,TUNOA,3,7,W,BD,5000"
"2021-10-05,18:36,Tuesday,KENNEDY BD STATION,TUMVS,0,0,W,BD,5015"
"2021-10-05,18:49,Tuesday,MAIN STREET STATION,MUTO,3,6,W,BD,5015"
"2021-10-05,18:58,Tuesday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0"
"2021-10-05,18:58,Tuesday,SHERBOURNE STATION,MUPAA,0,0,E,BD,5070"
"2021-10-05,19:00,Tuesday,EGLINTON STATION,SUUT,18,21,N,YU,6091"
"2021-10-05,19:07,Tuesday,MUSEUM STATION,MUPAA,0,0,N,YU,5586"
"2021-10-05,19:41,Tuesday,OSGOODE STATION,MUSAN,5,8,S,YU,6071"
"2021-10-05,19:42,Tuesday,EGLINTON STATION,MUATC,5,8,S,YU,5406"
"2021-10-05,19:46,Tuesday,WILSON STATION,PUMEL,0,0,,YU,0"
"2021-10-05,20:44,Tuesday,EGLINTON STATION,MUSC,0,0,N,YU,5841"
"2021-10-05,21:28,Tuesday,SHERBOURNE STATION,MUPAA,0,0,W,BD,5006"
"2021-10-05,22:00,Tuesday,YONGE UNIVERSITY SUBWA,MUO,0,0,,YU/BD,0"
"2021-10-05,23:09,Tuesday,SHERBOURNE STATION,MUIRS,0,0,W,BD,0"
"2021-10-05,00:47,Tuesday,NORTH YORK CTR STATION,SUDP,0,0,S,YU,6031"
"2021-10-06,02:25,Wednesday,FINCH STATION,PUTO,10,0,N,YU,6101"
"2021-10-06,06:02,Wednesday,MCCOWAN STATION,MRTO,5,10,S,SRT,3010"
"2021-10-06,02:26,Wednesday,KENNEDY BD STATION,MUIRS,0,0,,BD,0"
"2021-10-06,05:33,Wednesday,YORK MILLS STATION,MUATC,7,0,N,YU,5431"
"2021-10-06,05:47,Wednesday,DUNDAS STATION,MUIRS,0,0,,YU,0"
"2021-10-06,05:50,Wednesday,SHEPPARD STATION,EUDO,3,0,N,YU,5431"
"2021-10-06,05:52,Wednesday,CHRISTIE STATION,PUTWZ,8,0,W,BD,5135"
"2021-10-06,05:58,Wednesday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0"
"2021-10-06,06:20,Wednesday,BROADVIEW STATION,PUTWZ,4,0,E,BD,5357"
"2021-10-06,06:27,Wednesday,ISLINGTON STATION,TUMVS,5,10,E,BD,5154"
"2021-10-06,06:34,Wednesday,OLD MILL STATION,TUO,5,10,E,BD,5154"
"2021-10-06,06:35,Wednesday,ST GEORGE BD STATION,EUSC,0,0,W,BD,5061"
"2021-10-06,06:37,Wednesday,EGLINTON STATION,TUATC,4,7,S,YU,5956"
"2021-10-06,06:47,Wednesday,HIGH PARK STATION,EUSC,0,0,W,BD,5061"
"2021-10-06,08:16,Wednesday,EGLINTON STATION,TUATC,3,6,S,YU,6006"
"2021-10-06,09:01,Wednesday,EGLINTON STATION,MUATC,3,6,S,YU,6136"
"2021-10-06,09:14,Wednesday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-10-06,09:32,Wednesday,EGLINTON STATION,MUSC,0,0,N,YU,5466"
"2021-10-06,09:35,Wednesday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-10-06,10:09,Wednesday,EGLINTON STATION TO VA,PUSIO,16,19,N,YU,5836"
"2021-10-06,10:49,Wednesday,KIPLING STATION,TUO,3,6,E,BD,5276"
"2021-10-06,11:03,Wednesday,QUEEN STATION,MUIS,0,0,N,YU,0"
"2021-10-06,11:13,Wednesday,FINCH STATION,TUMVS,3,6,N,YU,5626"
"2021-10-06,11:13,Wednesday,EGLINTON STATION,PUMEL,0,0,,YU,0"
"2021-10-06,11:26,Wednesday,ST ANDREW STATION,EUNT,3,6,S,YU,5701"
"2021-10-06,12:15,Wednesday,BATHURST STATION,MUIR,0,0,W,BD,5021"
"2021-10-06,13:16,Wednesday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000"
"2021-10-06,13:52,Wednesday,KING STATION,SUDP,3,6,S,YU,5976"
"2021-10-06,14:35,Wednesday,OSGOODE STATION,MUPAA,3,6,N,YU,5821"
"2021-10-06,14:40,Wednesday,FINCH STATION,TUNOA,3,6,S,YU,5431"
"2021-10-06,15:12,Wednesday,BLOOR STATION,MUIS,0,0,N,YU,0"
"2021-10-06,15:12,Wednesday,ST GEORGE BD STATION,EUSC,0,0,W,BD,5061"
"2021-10-06,15:26,Wednesday,KEELE STATION,MUSC,0,0,W,BD,5061"
"2021-10-06,16:09,Wednesday,EGLINTON STATION,SUROB,0,0,,YU,0"
"2021-10-06,17:07,Wednesday,KENNEDY BD STATION,MUIR,3,6,W,BD,5275"
"2021-10-06,18:11,Wednesday,FINCH STATION,TUSC,0,0,N,YU,5671"
"2021-10-06,18:13,Wednesday,GREENWOOD YARD,TUNOA,0,0,W,BD,5000"
"2021-10-06,18:45,Wednesday,VAUGHAN MC STATION,MUATC,55,60,N,YU,6111"
"2021-10-06,19:47,Wednesday,SUMMERHILL STATION,MUIRS,0,0,S,YU,0"
"2021-10-06,20:21,Wednesday,EGLINTON STATION,PUMEL,0,0,,YU,0"
"2021-10-06,22:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0"
"2021-10-06,22:38,Wednesday,YONGE BD STATION,SUDP,0,0,,BD,0"
"2021-10-06,22:54,Wednesday,WOODBINE STATION,SUAP,0,0,,BD,0"
"2021-10-06,23:19,Wednesday,ISLINGTON STATION,MUDD,0,0,E,BD,5116"
"2021-10-06,00:23,Wednesday,KENNEDY BD STATION,SUDP,6,12,W,BD,5340"
"2021-10-06,00:30,Wednesday,EGLINTON STATION,MUATC,5,10,S,YU,5111"
"2021-10-06,00:59,Wednesday,MAIN STREET STATION,MUIS,0,0,,BD,0"
"2021-10-06,01:20,Wednesday,ROSEDALE STATION,SUUT,11,16,N,YU,5500"
"2021-10-06,01:43,Wednesday,VICTORIA PARK STATION,TUMVS,0,0,W,BD,5016"
"2021-10-07,05:38,Thursday,EGLINTON STATION,MUATC,8,0,N,YU,6011"
"2021-10-07,14:34,Thursday,MIDLAND STATION,SRDP,0,0,N,SRT,3003"
"2021-10-07,06:31,Thursday,SHEPPARD WEST STATION,MUNOA,3,6,N,YU,0"
"2021-10-07,07:00,Thursday,FINCH STATION,MUSC,0,0,S,YU,5956"
"2021-10-07,08:33,Thursday,ST PATRICK STATION,MUPAA,0,0,S,YU,5971"
"2021-10-07,09:31,Thursday,EGLINTON STATION,MUATC,4,7,S,YU,5816"
"2021-10-07,09:35,Thursday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0"
"2021-10-07,10:06,Thursday,KENNEDY BD STATION,MUTO,3,6,W,BD,5369"
"2021-10-07,10:23,Thursday,FINCH STATION,MUSC,0,0,N,YU,5921"
