"Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle"
"2021-03-03,07:12,Wednesday,ROSEDALE STATION,MUSC,0,0,N,YU,5686"
"2021-03-03,07:17,Wednesday,FINCH STATION,EUBK,3,6,S,YU,5436"
"2021-03-03,08:17,Wednesday,ROSEDALE STATION,MUSC,0,0,N,YU,5426"
"2021-03-03,08:46,Wednesday,SHEPPARD STATION,MUSC,4,7,S,YU,5421"
"2021-03-03,10:57,Wednesday,LAWRENCE WEST STATION,EUNT,3,6,N,YU,5576"
"2021-03-03,13:27,Wednesday,WELLESLEY STATION,MUIS,0,0,,YU,0"
"2021-03-03,14:31,Wednesday,DAVISVILLE STATION,SUAP,0,0,S,YU,0"
"2021-03-03,16:16,Wednesday,ROYAL YORK STATION,TUS,8,12,E,BD,5048"
"2021-03-03,16:37,Wednesday,LAWRENCE WEST STATION,MUIR,14,17,S,YU,5976"
"2021-03-03,17:46,Wednesday,WARDEN STATION,TUS,8,12,W,BD,5124"
"2021-03-03,18:23,Wednesday,GREENWOOD STATION,TUO,3,7,W,BD,5263"
"2021-03-03,19:06,Wednesday,ST CLAIR STATION,MUIRS,0,0,,YU,0"
"2021-03-03,19:19,Wednesday,SPADINA BD STATION,MUD,6,13,W,BD,5119"
"2021-03-03,20:03,Wednesday,LAWRENCE WEST STATION,MUSAN,5,8,S,YU,5931"
"2021-03-03,20:04,Wednesday,LAWRENCE STATION,MUIRS,0,0,N,YU,5976"
"2021-03-03,21:22,Wednesday,LESLIE STATION,MUNCA,0,0,,SHP,0"
"2021-03-03,21:41,Wednesday,KIPLING STATION,MUIRS,0,0,,BD,0"
"2021-03-03,21:42,Wednesday,FINCH STATION,MUATC,5,10,S,YU,5666"
"2021-03-03,22:00,Wednesday,YONGE UNIVERSITY SUBWA,MUO,0,0,,YU/BD,0"
"2021-03-03,22:06,Wednesday,BATHURST STATION,MUIS,0,0,W,BD,5106"
"2021-03-03,22:51,Wednesday,KIPLING STATION,SUROB,0,0,,BD,0"
"2021-03-03,22:54,Wednesday,WELLESLEY STATION,SUROB,0,0,S,YU,0"
"2021-03-03,23:00,Wednesday,EGLINTON STATION TO FI,MUO,0,0,,YU,0"
"2021-03-03,23:26,Wednesday,SHEPPARD-YONGE STATION,MUNOA,5,10,E,SHP,0"
"2021-03-04,00:08,Thursday,WILSON STATION,PUTSM,14,19,S,YU,6116"
"2021-03-04,00:23,Thursday,ST CLAIR WEST STATION,SUDP,9,14,N,YU,5836"
"2021-03-04,01:28,Thursday,ROSEDALE STATION,MUSC,0,0,N,YU,5556"
"2021-03-04,01:50,Thursday,WILSON STATION,MUIS,0,0,,YU,0"
"2021-03-04,02:49,Thursday,VAUGHAN MC STATION,SUDP,0,0,,YU,0"
"2021-03-04,05:35,Thursday,BAYVIEW STATION,MUNOA,7,0,E,SHP,6176"
"2021-03-04,06:18,Thursday,FINCH STATION,EUSC,0,0,S,YU,6111"
"2021-03-04,06:33,Thursday,ST CLAIR STATION,PUSTC,5,8,S,YU,6111"
"2021-03-04,06:39,Thursday,BESSARION STATION,EUDO,4,9,W,SHP,6171"
"2021-03-04,06:40,Thursday,ROSEDALE STATION,MUDD,3,6,N,YU,5786"
"2021-03-04,06:45,Thursday,DON MILLS STATION,MUSC,5,10,W,SHP,6146"
"2021-03-04,06:50,Thursday,ROSEDALE STATION,MUATC,6,9,S,YU,5496"
"2021-03-04,08:05,Thursday,FINCH STATION,MUATC,3,6,S,YU,5661"
"2021-03-04,08:41,Thursday,ROSEDALE STATION,EUSC,0,0,N,YU,5871"
"2021-03-04,10:31,Thursday,LAWRENCE STATION,EUSC,0,0,N,YU,5746"
"2021-03-04,10:36,Thursday,YORK MILLS STATION,MUSC,0,0,N,YU,5746"
"2021-03-04,10:49,Thursday,BAY STATION,SUDP,0,0,E,BD,5193"
"2021-03-04,11:05,Thursday,FINCH STATION,TUSC,0,0,S,YU,5421"
"2021-03-04,11:10,Thursday,KIPLING STATION,PUMO,0,0,E,BD,5120"
"2021-03-04,11:20,Thursday,ROSEDALE STATION,MUSC,3,6,N,YU,5871"
"2021-03-04,12:02,Thursday,EGLINTON WEST STATION,PUMEL,0,0,,YU,0"
"2021-03-04,13:03,Thursday,ISLINGTON STATION,TUMVS,0,0,W,BD,5324"
"2021-03-04,13:59,Thursday,SHEPPARD-YONGE STATION,MUI,5,10,E,SHP,6171"
"2021-03-04,15:54,Thursday,DUNDAS WEST STATION,SUUT,3,7,E,BD,5364"
"2021-03-04,16:02,Thursday,OSSINGTON STATION,TUCC,0,0,E,BD,5111"
"2021-03-04,16:19,Thursday,CASTLE FRANK STATION,SUUT,23,27,E,BD,5104"
"2021-03-04,16:31,Thursday,WARDEN STATION,SUDP,3,7,W,BD,5119"
"2021-03-04,17:35,Thursday,BATHURST STATION,SUDP,3,7,E,BD,5174"
"2021-03-04,18:51,Thursday,FINCH STATION,EUAC,3,6,S,YU,5746"
"2021-03-04,18:56,Thursday,LAWRENCE EAST STATION,SRDP,5,10,N,SRT,3017"
"2021-03-04,20:00,Thursday,KIPLING STATION,SUO,0,0,,BD,0"
"2021-03-04,20:06,Thursday,SHEPPARD WEST STATION,MUTO,3,6,N,YU,6026"
"2021-03-04,22:00,Thursday,YONGE UNIVERSITY SUBWA,MUO,0,0,,YU/BD,0"
"2021-03-04,23:00,Thursday,EGLINTON - FINCH STATI,MUO,0,0,B,YU,0"
"2021-03-04,23:10,Thursday,ST ANDREW STATION,EUCA,15,20,S,YU,5831"
"2021-03-05,00:00,Friday,BLOOR STATION,SUAP,0,0,,YU,0"
"2021-03-05,00:31,Friday,YORK MILLS STATION,PUTOE,0,0,N,YU,18"
"2021-03-05,00:41,Friday,ST GEORGE BD STATION,MUI,0,0,W,BD,5007"
"2021-03-05,00:51,Friday,YORKDALE STATION,EUSC,0,0,S,YU,6001"
"2021-03-05,02:13,Friday,KIPLING STATION,PUCSC,0,0,W,BD,5067"
"2021-03-05,02:26,Friday,KENNEDY BD STATION,PUMEL,0,0,,BD,0"
"2021-03-05,02:29,Friday,EGLINTON STATION,PUMO,0,0,,YU,0"
"2021-03-05,05:43,Friday,DON MILLS STATION,MUSC,0,0,W,SHP,6156"
"2021-03-05,05:50,Friday,DAVISVILLE STATION,MUPAA,0,0,S,YU,6061"
"2021-03-05,06:02,Friday,EGLINTON WEST STATION,MUDD,0,0,S,YU,5806"
"2021-03-05,06:11,Friday,FINCH STATION,PUSSW,3,6,S,YU,5461"
"2021-03-05,06:35,Friday,OLD MILL STATION,MUSC,3,8,E,BD,5077"
"2021-03-05,07:33,Friday,COLLEGE STATION,MUD,0,0,S,YU,5941"
"2021-03-05,08:13,Friday,GREENWOOD STATION,MUSAN,3,7,W,BD,5362"
"2021-03-05,08:45,Friday,KENNEDY BD STATION,MUIS,0,0,,BD,0"
"2021-03-05,09:08,Friday,BEDFORD SUBSTATION,MUIE,0,0,,BD,0"
"2021-03-05,09:28,Friday,COLLEGE STATION,SUDP,3,6,N,YU,5436"
"2021-03-05,09:35,Friday,WELLESLEY STATION,MUIS,0,0,,YU,0"
"2021-03-05,09:36,Friday,FINCH STATION,EUBK,3,6,S,YU,5386"
"2021-03-05,09:42,Friday,KIPLING STATION,MUIS,0,0,,BD,0"
"2021-03-05,11:02,Friday,FINCH STATION,PUSSW,0,0,S,YU,5526"
"2021-03-05,11:15,Friday,YORK MILLS STATION,TUSC,0,0,S,YU,6081"
"2021-03-05,11:30,Friday,ST GEORGE BD STATION,SUDP,4,8,E,BD,5350"
"2021-03-05,12:07,Friday,EGLINTON WEST STATION,MUPAA,3,6,N,YU,5451"
"2021-03-05,12:15,Friday,MAIN STREET STATION,PUMEL,0,0,,BD,0"
"2021-03-05,12:34,Friday,FINCH STATION,MUSC,0,0,N,YU,5771"
"2021-03-05,13:09,Friday,BLOOR STATION,PUMST,0,0,,YU,0"
"2021-03-05,13:35,Friday,KING STATION,MUIS,0,0,S,YU,0"
"2021-03-05,13:58,Friday,VICTORIA PARK STATION,SUDP,0,0,,BD,0"
"2021-03-05,14:27,Friday,DUFFERIN STATION,SUDP,3,7,E,BD,5334"
"2021-03-05,14:53,Friday,ST CLAIR WEST STATION,PUMEL,0,0,,YU,0"
"2021-03-05,15:10,Friday,GREENWOOD STATION,MUPR1,102,106,E,BD,5111"
"2021-03-05,17:08,Friday,FINCH STATION,SUO,9,12,S,YU,5951"
"2021-03-05,17:40,Friday,SPADINA BD STATION,SUAE,3,7,E,BD,5077"
"2021-03-05,18:00,Friday,DUNDAS WEST STATION,SUDP,0,0,,BD,0"
"2021-03-05,18:53,Friday,MUSEUM STATION,SUUT,0,0,N,YU,5756"
"2021-03-05,18:56,Friday,DOWNSVIEW PARK STATION,MUIRS,0,0,,YU,0"
"2021-03-05,19:00,Friday,KIPLING STATION,MUIS,0,0,,BD,0"
"2021-03-05,20:45,Friday,FINCH STATION,MUIS,0,0,,YU,0"
"2021-03-05,21:01,Friday,OLD MILL STATION,EUNT,0,0,E,BD,5010"
"2021-03-05,21:08,Friday,YORK UNIVERSITY STATIO,MUPAA,3,6,N,YU,5896"
"2021-03-05,21:11,Friday,ST CLAIR STATION,PUTIJ,7,12,S,YU,5731"
"2021-03-05,21:16,Friday,VICTORIA PARK STATION,MUIRS,3,10,W,BD,5109"
"2021-03-05,22:00,Friday,YONGE UNIVERSITY SUBWA,MUO,0,0,,YU/BD,0"
"2021-03-05,23:00,Friday,FINCH TO ST CLAIR STAT,MUO,0,0,B,YUS,0"
"2021-03-05,23:22,Friday,EGLINTON STATION,TUCC,4,9,S,YU,5681"
"2021-03-05,23:34,Friday,KING STATION,SUUT,6,11,N,YU,6021"
"2021-03-06,02:32,Saturday,VAUGHAN MC STATION,SUDP,0,0,,YU,0"
"2021-03-06,02:39,Saturday,VAUGHAN MC STATION,SUDP,26,0,N,YU,6011"
"2021-03-06,02:42,Saturday,VAUGHAN MC STATION,MUIS,0,0,,YU,0"
"2021-03-06,06:00,Saturday,YONGE UNIVERSITY SUBWA,MUO,0,0,,YU,0"
"2021-03-06,06:31,Saturday,OLD MILL STATION,TUSC,4,9,E,BD,5077"
"2021-03-06,07:15,Saturday,SHEPPARD-YONGE STATION,MUSC,0,0,E,SHP,6151"
"2021-03-06,08:38,Saturday,SHERBOURNE STATION,SUDP,0,0,E,BD,5209"
"2021-03-06,10:04,Saturday,DON MILLS STATION,SUDP,4,9,W,SHP,6151"
"2021-03-06,10:23,Saturday,COXWELL STATION,MUSC,0,0,E,BD,5077"
"2021-03-06,10:31,Saturday,VAUGHAN MC STATION,TUNIP,4,9,S,YU,5941"
"2021-03-06,11:02,Saturday,UNION STATION,MUIS,0,0,,YU,0"
"2021-03-06,12:17,Saturday,ST CLAIR STATION,PUSTC,6,11,S,YU,6086"
"2021-03-06,14:16,Saturday,LAWRENCE WEST STATION,SUAP,0,0,,YU,0"
"2021-03-06,14:23,Saturday,SPADINA BD STATION,MUD,4,8,W,BD,5297"
"2021-03-06,14:57,Saturday,KENNEDY BD STATION,MUNOA,4,8,W,BD,5049"
"2021-03-06,14:57,Saturday,SHEPPARD-YONGE STATION,MUSC,0,0,E,SHP,6151"
"2021-03-06,15:23,Saturday,COLLEGE STATION,SUDP,3,8,N,YU,5446"
"2021-03-06,16:18,Saturday,DUNDAS STATION,MUIRS,0,0,,YU,0"
"2021-03-06,16:26,Saturday,OSSINGTON STATION,MUIS,0,0,,BD,0"
"2021-03-06,16:55,Saturday,RUNNYMEDE STATION,SUDP,0,0,E,BD,5007"
"2021-03-06,17:27,Saturday,MCCOWAN STATION,MRO,3,9,S,SRT,3024"
"2021-03-06,17:31,Saturday,SHEPPARD-YONGE STATION,TUCC,3,8,W,SHP,6156"
"2021-03-06,17:52,Saturday,ST CLAIR STATION,PUTTC,5,10,S,YU,5476"
"2021-03-06,18:07,Saturday,ST CLAIR STATION,PUTTC,6,11,S,YU,5801"
"2021-03-06,18:42,Saturday,ST CLAIR STATION,PUTTC,5,10,S,YU,5736"
"2021-03-06,19:09,Saturday,SHEPPARD STATION,SUAE,0,0,,YU,0"
"2021-03-06,19:37,Saturday,DUNDAS STATION,SUO,0,0,N,YU,5863"
"2021-03-06,19:38,Saturday,WILSON STATION,SUDP,4,9,S,YU,5391"
"2021-03-06,20:03,Saturday,COLLEGE STATION,SUDP,10,15,S,YU,5861"
"2021-03-06,20:28,Saturday,LESLIE STATION,MUDD,3,8,E,SHP,6196"
"2021-03-06,21:04,Saturday,BLOOR STATION,SUDP,4,9,N,YU,5616"
"2021-03-06,21:23,Saturday,ROSEDALE STATION,MUATC,3,8,S,YU,5611"
"2021-03-06,21:41,Saturday,ST CLAIR WEST STATION,SUDP,4,9,S,YU,5806"
"2021-03-06,22:00,Saturday,YONGE UNIVERSITY SUBWA,MUO,0,0,,YU/BD,0"
"2021-03-06,22:29,Saturday,SHEPPARD-YONGE STATION,MUSC,0,0,E,SHP,6181"
"2021-03-06,22:34,Saturday,SHEPPARD-YONGE STATION,SUUT,3,8,E,SHP,6196"
"2021-03-07,00:20,Sunday,ST GEORGE YUS STATION,SUUT,9,14,N,YU,6131"
"2021-03-07,01:08,Sunday,YONGE AUTO ENTRANCE,MUIS,0,0,,BD,0"
"2021-03-07,03:40,Sunday,KEELE YARD,SUG,0,0,E,BD,5020"
"2021-03-07,07:53,Sunday,BROADVIEW STATION,MUSC,0,0,W,BD,5084"
"2021-03-07,08:00,Sunday,WILSON STATION,EUYRD,6,16,S,YU,5986"
"2021-03-07,08:00,Sunday,YONGE UNIVERSITY SUBWA,MUO,0,0,,YU,0"
"2021-03-07,09:42,Sunday,ST CLAIR STATION,TUO,6,12,S,YU,6131"
"2021-03-07,09:46,Sunday,KING STATION,SUO,4,9,S,YU,5506"
"2021-03-07,10:15,Sunday,UNION STATION,SUDP,0,0,,YU,0"
"2021-03-07,11:12,Sunday,SHERBOURNE STATION,MUDD,9,14,E,BD,5019"
"2021-03-07,11:51,Sunday,SPADINA YUS STATION,MUPAA,4,9,S,YU,5391"
"2021-03-07,12:56,Sunday,BAY STATION,SUUT,31,35,W,BD,5117"
"2021-03-07,13:56,Sunday,KIPLING STATION,TUO,3,7,W,BD,5084"
"2021-03-07,14:28,Sunday,VAUGHAN MC STATION,SUG,5,10,S,YU,5946"
"2021-03-07,14:35,Sunday,DON MILLS STATION,MUIS,0,0,,SHP,0"
"2021-03-07,14:39,Sunday,DAVISVILLE STATION,PUSTS,5,10,S,YU,5766"
"2021-03-07,15:29,Sunday,YONGE BD STATION,SUO,0,0,,BD,0"
"2021-03-07,16:35,Sunday,UNION STATION,MUIS,0,0,,YU,0"
"2021-03-07,17:19,Sunday,ST CLAIR STATION,MUI,13,18,N,YU,5896"
"2021-03-07,17:20,Sunday,QUEEN STATION,MUSAN,5,10,N,YU,6081"
"2021-03-07,19:49,Sunday,KENNEDY BD STATION,MUI,4,8,E,BD,5306"
"2021-03-07,20:03,Sunday,WILSON STATION,SUDP,5,10,S,YU,5826"
"2021-03-07,21:18,Sunday,VAUGHAN MC STATION,SUDP,0,0,,YU,0"
"2021-03-07,22:00,Sunday,YONGE UNIVERSITY SUBWA,MUO,0,0,,YU/BD,0"
"2021-03-07,22:57,Sunday,BATHURST STATION,EUPI,6,10,E,BD,5010"
"2021-03-08,01:14,Monday,OSGOODE STATION,SUDP,8,13,S,YU,5676"
"2021-03-08,01:35,Monday,WARDEN STATION,MUIS,0,0,,BD,0"
"2021-03-08,01:50,Monday,ISLINGTON STATION,MUPAA,0,0,W,BD,5169"
"2021-03-08,01:54,Monday,YONGE BD STATION,TUO,0,0,E,BD,5174"
"2021-03-08,02:24,Monday,KIPLING STATION,PUMEL,0,0,,BD,0"
"2021-03-08,06:25,Monday,ROYAL YORK STATION,MUSC,0,0,E,BD,5161"
"2021-03-08,07:04,Monday,DUNDAS STATION,SUDP,0,0,,YU,0"
"2021-03-08,07:27,Monday,VICTORIA PARK STATION,MUD,3,7,E,BD,5151"
"2021-03-08,07:48,Monday,BROADVIEW STATION,PUMEL,0,0,,BD,0"
"2021-03-08,07:54,Monday,MAIN STREET STATION,MUSC,0,0,W,BD,5303"
"2021-03-08,09:19,Monday,WARDEN STATION,MUIS,0,0,E,BD,0"
"2021-03-08,10:19,Monday,EGLINTON STATION,TUO,3,6,N,YU,5601"
"2021-03-08,10:22,Monday,BAY STATION,PUMO,0,0,,BD,0"
"2021-03-08,11:06,Monday,LAWRENCE WEST STATION,SUO,3,6,S,YU,5456"
"2021-03-08,13:11,Monday,BLOOR STATION,SUDP,3,8,N,YU,5916"
"2021-03-08,13:17,Monday,CHRISTIE STATION,SUDP,0,0,,BD,0"
"2021-03-08,13:47,Monday,WARDEN STATION,SUUT,3,6,E,BD,5006"
"2021-03-08,15:27,Monday,FINCH STATION,SUG,3,6,S,YU,5536"
"2021-03-08,15:28,Monday,MAIN STREET STATION,EUSC,0,0,W,BD,5276"
"2021-03-08,15:30,Monday,OSSINGTON STATION,MUIS,0,0,,BD,0"
"2021-03-08,15:31,Monday,MUSEUM STATION,SUDP,0,0,N,YU,5491"
"2021-03-08,16:18,Monday,KENNEDY BD STATION,MUI,3,7,W,BD,5310"
"2021-03-08,16:57,Monday,VAUGHAN MC STATION,MUSAN,3,6,S,YU,5646"
"2021-03-08,19:30,Monday,ST ANDREW STATION,PUMEL,0,0,,YU,0"
"2021-03-08,20:30,Monday,COXWELL STATION,SUDP,0,0,E,BD,5331"
"2021-03-08,20:57,Monday,FINCH STATION,MUSC,0,0,S,YU,5536"
"2021-03-08,22:00,Monday,YONGE UNIVERSITY SUBWA,MUO,0,0,,YU/BD,0"
"2021-03-08,23:13,Monday,ISLINGTON STATION,SUDP,5,12,E,BD,5006"
"2021-03-09,00:21,Tuesday,WELLESLEY STATION,MUPAA,6,11,N,YU,5676"
"2021-03-09,01:56,Tuesday,VAUGHAN MC STATION,MUI,0,0,S,YU,0"
"2021-03-09,02:48,Tuesday,VAUGHAN MC STATION,MUIS,0,0,,YU,0"
"2021-03-09,05:08,Tuesday,DUNDAS STATION,MUNCA,0,0,,YU,0"
"2021-03-09,06:18,Tuesday,DAVISVILLE YARD,PUTOE,0,0,,YU,0"
"2021-03-09,07:17,Tuesday,ROSEDALE STATION,MUATC,3,6,S,YU,5386"
"2021-03-09,07:45,Tuesday,ST CLAIR WEST STATION,MUIS,0,0,,YU,0"
"2021-03-09,07:56,Tuesday,LAWRENCE WEST STATION,SUDP,4,7,S,YU,5936"
"2021-03-09,08:55,Tuesday,UNION STATION,MUD,3,6,N,YU,6061"
"2021-03-09,09:50,Tuesday,FINCH STATION,MUTO,3,6,S,YU,5641"
"2021-03-09,10:17,Tuesday,DUNDAS STATION,MUIS,0,0,N,YU,0"
"2021-03-09,14:31,Tuesday,VAUGHAN MC STATION,SUDP,14,17,N,YU,5766"
"2021-03-09,14:37,Tuesday,YONGE BD STATION,PUSTS,0,0,W,BD,5368"
"2021-03-09,14:52,Tuesday,COLLEGE STATION,SUUT,0,0,S,YU,5431"
"2021-03-09,15:01,Tuesday,YONGE BD STATION,PUSTS,0,0,W,BD,5314"
"2021-03-09,16:08,Tuesday,BESSARION STATION,MUSC,0,0,E,SHP,6151"
"2021-03-09,17:04,Tuesday,FINCH STATION,SUDP,0,0,,YU,0"
"2021-03-09,17:42,Tuesday,SHEPPARD WEST STATION,SUDP,19,22,S,YU,5761"
